Layer,fillColor,fillOpacity,fillPattern,outlineColor,outlineOpacity,outlineWidth,ClassName,Z_Order,Label
HulqTreaty,"rgb(33, 252, 171)",0.7,,"rgb(33, 252, 171)",1,1,imerss-hulq-treaty,0,Hul'qumi'num Treaty Group
