"iNaturalist taxon name","iNaturalist taxon ID","Taxon name","nameStatus","Common name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date observed","Description","Place name","Recorded by","Event Remarks","coordinateUncertaintyInMeters","Individual count","Depth","Catalog Number","Confidence","Field number","Coordinates Corrected","Coordinates Corrected Note","Captive/Cultivated","Quality grade","STATE","CLASS","SUB_CLASS","COMMENT","Community","LABEL","LABEL_LAB","LEGEND_LAB","Rank"
"Fontinalis antipyretica",123790,"Fontinalis antipyretica","accepted","Willow Moss","Plantae","Bryophyta",,,"Bryopsida",,,"Hypnales",,,,"Fontinalaceae",,,"Fontinalis","antipyretica","iNat:3403066",48.948469,-123.503151,2016-06-05,,,"Andrew Simon",,118,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Vicia hirsuta",56188,"Vicia hirsuta","accepted","Hairy tare","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fabales",,,,"Fabaceae","Faboideae","Fabeae","Vicia","hirsuta","iNat:3403073",48.948469,-123.503151,2016-06-05,,,"Andrew Simon",,118,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Spiraea douglasii",62493,"Spiraea douglasii","accepted","Rose Spirea","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Spiraeeae","Spiraea","douglasii","iNat:3405730",48.948578,-123.502598,2016-06-07 19:23:15,,,"Adam Huggins",,97,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Filago germanica",634625,"Filago germanica","accepted","Common Cudweed","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Asteroideae","Gnaphalieae","Filago","germanica","iNat:3413966",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Poaceae",47434,"Poaceae","accepted","grasses","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae",,,,,"iNat:3414113",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","family"
"Carex obnupta",61000,"Carex obnupta","accepted","slough sedge","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Cyperaceae","Cyperoideae","Cariceae","Carex","obnupta","iNat:3414125",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Geum macrophyllum",77266,"Geum macrophyllum","accepted","Large-leaved Avens","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Rosoideae","Colurieae","Geum","macrophyllum","iNat:3414135",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Eleocharis palustris",76782,"Eleocharis palustris","accepted","Common Spike-rush","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Cyperaceae","Cyperoideae","Eleocharideae","Eleocharis","palustris","iNat:3414240",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Plantago lanceolata",53178,"Plantago lanceolata","accepted","ribwort plantain","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Plantagineae","Plantago","lanceolata","iNat:3414259",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Spiraea douglasii",62493,"Spiraea douglasii","accepted","Rose Spirea","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Spiraeeae","Spiraea","douglasii","iNat:3414369",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Vaccinium parvifolium",48354,"Vaccinium parvifolium","accepted","Red Huckleberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Vaccinioideae","Vaccinieae","Vaccinium","parvifolium","iNat:3414409",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Juncus bolanderi",77553,"Juncus bolanderi","accepted","bolander's rush","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Juncaceae",,,"Juncus","bolanderi","iNat:3414424",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Potamogeton amplifolius",78705,"Potamogeton amplifolius","accepted","Broad-leaved Pondweed","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Alismatales",,,,"Potamogetonaceae",,,"Potamogeton","amplifolius","iNat:3414442",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Lemna trisulca",77655,"Lemna trisulca","accepted","Ivy-leaved Duckweed","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Alismatales",,,,"Araceae","Lemnoideae",,"Lemna","trisulca","iNat:3414468",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Potamogeton amplifolius",78705,"Potamogeton amplifolius","accepted","Broad-leaved Pondweed","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Alismatales",,,,"Potamogetonaceae",,,"Potamogeton","amplifolius","iNat:3414475",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Veronica scutellata",61112,"Veronica scutellata","accepted","Marsh Speedwell","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Veroniceae","Veronica","scutellata","iNat:3414481",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Juncus bolanderi",77553,"Juncus bolanderi","accepted","bolander's rush","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Juncaceae",,,"Juncus","bolanderi","iNat:3414498",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Nuphar polysepala",78234,"Nuphar polysepala","accepted","western yellow pond-lily","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Nymphaeales",,,,"Nymphaeaceae",,,"Nuphar","polysepala","iNat:3414551",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Vicia americana",53320,"Vicia americana","accepted","American vetch","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fabales",,,,"Fabaceae","Faboideae","Fabeae","Vicia","americana","iNat:3414578",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Scirpus microcarpus",59068,"Scirpus microcarpus","accepted","Panicled Bulrush","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Cyperaceae","Cyperoideae","Scirpeae","Scirpus","microcarpus","iNat:3414582",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Salix sitchensis",61100,"Salix sitchensis","accepted","Sitka willow","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Malpighiales",,,,"Salicaceae",,,"Salix","sitchensis","iNat:3414591",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Gerrini",936827,"Gerrini","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hemiptera","Heteroptera","Gerromorpha","Gerroidea","Gerridae","Gerrinae","Gerrini",,,"iNat:3414613",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","tribe"
"Anaphalis margaritacea",52833,"Anaphalis margaritacea","accepted","pearly everlasting","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Asteroideae","Gnaphalieae","Anaphalis","margaritacea","iNat:3414622",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Lysichiton americanus",48537,"Lysichiton americanus","accepted","western skunk cabbage","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Alismatales",,,,"Araceae","Orontioideae",,"Lysichiton","americanus","iNat:3414632",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Phalaris arundinacea",63337,"Phalaris arundinacea","accepted","reed canary grass","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Poeae","Phalaris","arundinacea","iNat:3414639",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Oenanthe sarmentosa",60127,"Oenanthe sarmentosa","accepted","water parsley","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Apiales",,,,"Apiaceae","Apioideae","Oenantheae","Oenanthe","sarmentosa","iNat:3414655",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Stachys chamissonis cooleyae",52627,"Stachys chamissonis cooleyae","accepted","Cooley's Hedge-nettle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Lamiaceae","Lamioideae","Stachydeae","Stachys","chamissonis","iNat:3414660",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Dactylis glomerata",52720,"Dactylis glomerata","accepted","orchard grass","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Poeae","Dactylis","glomerata","iNat:3414671",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Holcus lanatus",52793,"Holcus lanatus","accepted","Yorkshire fog","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Poeae","Holcus","lanatus","iNat:3414681",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Veronica americana",57277,"Veronica americana","accepted","American brooklime","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Veroniceae","Veronica","americana","iNat:3414693",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Stachys chamissonis cooleyae",52627,"Stachys chamissonis cooleyae","accepted","Cooley's Hedge-nettle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Lamiaceae","Lamioideae","Stachydeae","Stachys","chamissonis","iNat:3414702",48.948452,-123.502378,2016-06-05,,,"Andrew Simon",,72,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Aeshna",52520,"Aeshna","accepted","Hawkers and Typical Darners","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Anisoptera",,"Aeshnoidea","Aeshnidae",,,"Aeshna",,"iNat:3414917",48.948554,-123.502078,2016-06-05,,,"Andrew Simon",,87,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
"Ischnura cervula",62229,"Ischnura cervula","accepted","Pacific Forktail","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Ischnura","cervula","iNat:3414930",48.948554,-123.502078,2016-06-05,,,"Andrew Simon",,87,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Chamaenerion angustifolium",564969,"Chamaenerion angustifolium","accepted","fireweed","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Myrtales",,,,"Onagraceae",,,"Chamaenerion","angustifolium","iNat:3640297",48.948494,-123.502628,2016-07-05 22:04:16,,,"Adam Huggins",,20,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Spirodela polyrhiza",57867,"Spirodela polyrhiza","accepted","greater duckweed","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Alismatales",,,,"Araceae","Lemnoideae",,"Spirodela","polyrhiza","iNat:3672168",48.948785,-123.502868,2016-06-05,,,"Andrew Simon",,123,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Ricciocarpos natans",56422,"Ricciocarpos natans","accepted","fringed heartwort","Plantae","Marchantiophyta",,,"Marchantiopsida","Marchantiidae",,"Marchantiales",,,,"Ricciaceae",,,"Ricciocarpos","natans","iNat:3672171",48.948785,-123.502868,2016-06-05,,,"Andrew Simon",,123,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Athyrium filix-femina",52669,"Athyrium filix-femina","accepted","lady fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Aspleniinae",,,"Athyriaceae",,,"Athyrium","filix-femina","iNat:3902966",48.942985,-123.499039,2016-08-16,,,"Lauren Magner",,42,,,,,,,,FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Sorbus aucuparia",56063,"Sorbus aucuparia","accepted","European mountain ash","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Maleae","Sorbus","aucuparia","iNat:3903127",48.942407,-123.499275,2016-08-16,,,"Lauren Magner",,21,,,,,,,,FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Aythya collaris",7044,"Aythya collaris","accepted","Ring-necked Duck","Animalia","Chordata","Vertebrata",,"Aves",,,"Anseriformes",,,,"Anatidae",,,"Aythya","collaris","iNat:4046933",48.94937,-123.50363,2011-05-10,,,,,87,,,,,,"yes","shunted to adjacent lacustrine habitat",FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4167009",48.948693,-123.502797,2008-07-27 18:20:48,,,"Ian Guthrie",,20,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4167010",48.948693,-123.502797,2008-09-13 15:15:17,,,"Ian Guthrie",,20,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Enallagma annexum",99889,"Enallagma annexum","accepted","Northern Bluet","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Enallagma","annexum","iNat:4167975",48.948421,-123.50225,2008-09-07 17:08:35,,,"Ian Guthrie",,26,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Enallagma",50175,"Enallagma","accepted","Bluets","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Enallagma",,"iNat:4168082",48.948421,-123.502228,2008-09-01 18:16:54,,,"Ian Guthrie",,26,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4171209",48.948421,-123.502298,2008-09-07 17:01:45,,,"Ian Guthrie",,49,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4171261",48.948421,-123.502298,2008-09-08,,,"Ian Guthrie",,49,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4171332",48.948421,-123.502298,2008-09-13,,,"Ian Guthrie",,49,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:4171349",48.948693,-123.502797,2008-09-13 15:15:17,,,"Ian Guthrie",,20,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Cyanea",154711,"Cyanea","accepted","Lion's Mane Jellies","Animalia","Cnidaria",,,"Scyphozoa","Discomedusae",,"Semaeostomeae",,,,"Cyaneidae",,,"Cyanea",,"iNat:4277815",48.941784,-123.500919,2016-09-09 22:00:00,,,,,,,,,,,,,FALSE,"needs_id","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","genus"
"Micrasterias rotata",468235,"Micrasterias rotata","accepted",,"Plantae","Charophyta",,,"Conjugatophyceae",,,"Zygnematales",,,,"Desmidiaceae",,,"Micrasterias","rotata","iNat:4847621",48.948695,-123.503287,2016-12-18,,,"Mark Webber",,87,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Micrasterias",325556,"Micrasterias","accepted",,"Plantae","Charophyta",,,"Conjugatophyceae",,,"Zygnematales",,,,"Desmidiaceae",,,"Micrasterias",,"iNat:4873140",48.948731,-123.503323,2013-07-25,,,"Mark Webber",,87,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
