"iNaturalist taxon name","iNaturalist taxon ID","Taxon name","nameStatus","Common name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date observed","Description","Place name","Recorded by","Event Remarks","coordinateUncertaintyInMeters","Individual count","Depth","Catalog Number","Confidence","Field number","Coordinates Corrected","Coordinates Corrected Note","Captive/Cultivated","Quality grade","STATE","CLASS","SUB_CLASS","COMMENT","Community","LABEL","LABEL_LAB","LEGEND_LAB","Rank"
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis","accepted","Vancouver Island Bumble Bee","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:14437126",48.950769,-123.508003,2018-07-16 22:04:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Mentha",54570,"Mentha","accepted","mints","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Lamiaceae","Nepetoideae","Mentheae","Mentha",,"iNat:14437127",48.950769,-123.508003,2018-07-16 22:05:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis","accepted","Vancouver Island Bumble Bee","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:14437128",48.950769,-123.508003,2018-07-16 22:05:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Eris militaris",121445,"Eris militaris","accepted","Bronze Jumping Spider","Animalia","Arthropoda","Chelicerata",,"Arachnida",,,"Araneae","Araneomorphae","Entelegynae","Salticoidea","Salticidae","Salticinae","Dendryphantini","Eris","militaris","iNat:14437129",48.950769,-123.508003,2018-07-16 22:08:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Strymon melinus",50931,"Strymon melinus","accepted","Gray Hairstreak","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Papilionoidea","Lycaenidae","Theclinae","Eumaeini","Strymon","melinus","iNat:14437130",48.950769,-123.508003,2018-07-16 22:09:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Bombus vancouverensis vancouverensis",1020322,"Bombus vancouverensis vancouverensis","accepted","Vancouver Island Bumble Bee","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Apidae","Apinae","Bombini","Bombus","vancouverensis","iNat:14437131",48.950769,-123.508003,2018-07-16 22:11:00,,,"Andrew Simon",,159,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Veronica serpyllifolia",55749,"Veronica serpyllifolia","accepted","thyme-leaved speedwell","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Veroniceae","Veronica","serpyllifolia","iNat:15412691",48.948659,-123.502787,2018-05-13 21:40:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Camponotus herculeanus",215974,"Camponotus herculeanus","accepted","Hercules Carpenter Ant","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus","herculeanus","iNat:15412693",48.948659,-123.502787,2018-05-13 22:22:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Stellaria borealis sitchana",60996,"Stellaria borealis sitchana","accepted","Sitka starwort","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Caryophyllaceae",,"Alsineae","Stellaria","borealis","iNat:15412694",48.948659,-123.502787,2018-05-13 22:41:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Tiarella trifoliata",51643,"Tiarella trifoliata","accepted","Threeleaf Foamflower","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Heuchereae","Tiarella","trifoliata","iNat:15412695",48.948659,-123.502787,2018-05-13 22:45:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Claytonia sibirica",55767,"Claytonia sibirica","accepted","Candy Flower","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Montiaceae",,,"Claytonia","sibirica","iNat:15412696",48.948659,-123.502787,2018-05-13 22:49:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Dyslobus",335462,"Dyslobus","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Polyphaga","Cucujiformia","Curculionoidea","Curculionidae","Entiminae","Tropiphorini","Dyslobus",,"iNat:15412697",48.948659,-123.502787,2018-05-13 23:11:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Lophocampa argentata",84792,"Lophocampa argentata","accepted","Silver-spotted Tiger Moth","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Noctuoidea","Erebidae","Arctiinae","Arctiini","Lophocampa","argentata","iNat:15412699",48.948659,-123.502787,2018-05-13 23:16:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Euschistus conspersus",243759,"Euschistus conspersus","accepted","Consperse Stink Bug","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hemiptera","Heteroptera","Pentatomomorpha","Pentatomoidea","Pentatomidae","Pentatominae","Carpocorini","Euschistus","conspersus","iNat:15412700",48.948659,-123.502787,2018-05-13 23:28:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Cornus sericea",53387,"Cornus sericea","accepted","red osier dogwood","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Cornales",,,,"Cornaceae",,,"Cornus","sericea","iNat:15412701",48.948659,-123.502787,2018-05-13 23:46:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Camponotus",62781,"Camponotus","accepted","Carpenter Ants, Typical Sugar Ants and Allies","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Formicoidea","Formicidae","Formicinae","Camponotini","Camponotus",,"iNat:15412702",48.948659,-123.502787,2018-05-13 18:00:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:15412703",48.948659,-123.502787,2018-05-13 18:11:00,,,"Andrew Simon",,122,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Tolype dayi",453510,"Tolype dayi","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Lasiocampoidea","Lasiocampidae","Poecilocampinae","Macromphaliini","Tolype","dayi","iNat:15604515",48.948081,-123.50217,2018-08-17 19:10:00,,,"Andrew Simon",,30,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Monadenia fidelis",62803,"Monadenia fidelis","accepted","Pacific Sideband","Animalia","Mollusca",,,"Gastropoda","Heterobranchia","Eupulmonata","Stylommatophora","Helicina","Helicoidei","Helicoidea","Xanthonychidae","Monadeniinae",,"Monadenia","fidelis","iNat:15604516",48.948081,-123.50217,2018-08-17 19:10:00,,,"Andrew Simon",,30,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Claytonia sibirica",55767,"Claytonia sibirica","accepted","Candy Flower","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Montiaceae",,,"Claytonia","sibirica","iNat:15604517",48.948081,-123.50217,2018-08-17 19:12:00,,,"Andrew Simon",,30,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Ochlodes sylvanoides",59194,"Ochlodes sylvanoides","accepted","Woodland Skipper","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Papilionoidea","Hesperiidae","Hesperiinae","Hesperiini","Ochlodes","sylvanoides","iNat:15604518",48.948461,-123.502358,2018-08-17 19:41:00,,,"Andrew Simon",,37,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Campaea perlata",81681,"Campaea perlata","accepted","Pale Beauty","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Geometroidea","Geometridae","Ennominae","Campaeini","Campaea","perlata","iNat:15604520",48.948461,-123.502358,2018-08-17 20:57:00,,,"Andrew Simon",,37,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Lapsana communis",55981,"Lapsana communis","accepted","nipplewort","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Cichorioideae","Cichorieae","Lapsana","communis","iNat:15604521",48.948461,-123.502358,2018-08-17 19:45:00,,,"Andrew Simon",,37,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Heuchera micrantha",51274,"Heuchera micrantha","accepted","crevice alumroot","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Heuchereae","Heuchera","micrantha","iNat:17905919",48.941637,-123.501092,2018-10-20 19:10:16,,,"Adam Huggins",,5,,,,,,,,FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Symphoricarpos albus",48523,"Symphoricarpos albus","accepted","Common Snowberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Symphoricarpos","albus","iNat:17905930",48.941638,-123.501,2018-10-20 19:10:30,,,"Adam Huggins",,5,,,,,,,,FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Oemleria cerasiformis",53419,"Oemleria cerasiformis","accepted","Osoberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Exochordeae","Oemleria","cerasiformis","iNat:17905941",48.94177,-123.50067,2018-10-20 19:11:13,,,"Adam Huggins",,10,,,,,,"yes","shunted to nearby stream to known location",FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Rana aurora",25545,"Rana aurora","accepted","Northern Red-legged Frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Ranidae",,,"Rana","aurora","iNat:18549880",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Pseudacris regilla",24259,"Pseudacris regilla","accepted","Pacific chorus frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Hylidae","Hylinae",,"Pseudacris","regilla","iNat:18550012",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Megaceryle alcyon",2548,"Megaceryle alcyon","accepted","Belted Kingfisher","Animalia","Chordata","Vertebrata",,"Aves",,,"Coraciiformes",,,,"Alcedinidae","Cerylinae",,"Megaceryle","alcyon","iNat:18550171",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Melospiza melodia",9100,"Melospiza melodia","accepted","Song Sparrow","Animalia","Chordata","Vertebrata",,"Aves",,,"Passeriformes",,,,"Passerellidae",,,"Melospiza","melodia","iNat:18550214",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Pachydiplax longipennis",59774,"Pachydiplax longipennis","accepted","Blue Dasher","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Anisoptera",,"Libelluloidea","Libellulidae",,,"Pachydiplax","longipennis","iNat:18550322",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Ischnura cervula",62229,"Ischnura cervula","accepted","Pacific Forktail","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Ischnura","cervula","iNat:18550370",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Libellula forensis",84369,"Libellula forensis","accepted","Eight-spotted Skimmer","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Anisoptera",,"Libelluloidea","Libellulidae",,,"Libellula","forensis","iNat:18550414",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Enallagma",50175,"Enallagma","accepted","Bluets","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Enallagma",,"iNat:18551015",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
"Ischnura perparva",103497,"Ischnura perparva","accepted","Western Forktail","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Ischnura","perparva","iNat:18551187",48.948535,-123.502172,2010-07-28 01:43:00,,,"Cameron Eckert",,8,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Cygnus buccinator",6915,"Cygnus buccinator","accepted","Trumpeter Swan","Animalia","Chordata","Vertebrata",,"Aves",,,"Anseriformes",,,,"Anatidae",,,"Cygnus","buccinator","iNat:19940435",48.948581,-123.502921,2019-01-27 02:05:00,,,"Donna Talluto",,61,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Sphyrapicus ruber",18464,"Sphyrapicus ruber","accepted","Red-breasted Sapsucker","Animalia","Chordata","Vertebrata",,"Aves",,,"Piciformes",,,,"Picidae",,,"Sphyrapicus","ruber","iNat:20738991",48.941716,-123.501081,2019-02-24 13:37:00,,,"Andrew Simon",,40,,,,,,,,FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Oemleria cerasiformis",53419,"Oemleria cerasiformis","accepted","Osoberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Amygdaloideae","Exochordeae","Oemleria","cerasiformis","iNat:20738993",48.94177,-123.50067,2019-02-24 13:39:00,,,"Andrew Simon",,57,,,,,,"yes","shunted to nearby stream to known location",FALSE,"research","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","species"
"Andrena",57669,"Andrena","accepted","Mining Bees","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena",,"iNat:21467722",48.941742,-123.501044,2019-03-21 00:39:00,,,"Adam Huggins",,10,,,,,,,,FALSE,"needs_id","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","genus"
"Libellula quadrimaculata",57443,"Libellula quadrimaculata","accepted","Four-spotted Skimmer","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Anisoptera",,"Libelluloidea","Libellulidae",,,"Libellula","quadrimaculata","iNat:24559883",48.948579,-123.50287,2019-05-04 21:47:37,,,,,21,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Enallagma",50175,"Enallagma","accepted","Bluets","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Odonata","Zygoptera",,"Coenagrionoidea","Coenagrionidae",,,"Enallagma",,"iNat:24560526",48.948511,-123.502789,2019-05-04 21:25:54,,,,,268,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
"Rana aurora",25545,"Rana aurora","accepted","Northern Red-legged Frog","Animalia","Chordata","Vertebrata",,"Amphibia",,,"Anura",,,,"Ranidae",,,"Rana","aurora","iNat:24620378",48.948498,-123.502073,2019-05-04 21:55:53,,,,,23,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Thamnophis sirtalis",28362,"Thamnophis sirtalis","accepted","Common Garter Snake","Animalia","Chordata","Vertebrata",,"Reptilia",,,"Squamata","Serpentes",,,"Colubridae","Natricinae",,"Thamnophis","sirtalis","iNat:24620459",48.948496,-123.502085,2019-05-04 21:55:49,,,,,22,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Taraxacum",47603,"Taraxacum","accepted","dandelions","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Cichorioideae","Cichorieae","Taraxacum",,"iNat:25147128",48.942488,-123.5008,2019-05-15 02:38:27,,,"Adam Huggins",,5,,,,,,,,FALSE,"needs_id","Natural","RI","ff",,"Freshwater","Riparian",,"Riparian","genus"
"Ellychnia",125629,"Ellychnia","accepted","Diurnal Fireflies","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Polyphaga","Elateriformia","Elateroidea","Lampyridae","Lampyrinae","Photinini","Ellychnia",,"iNat:25249283",48.948038,-123.502021,2019-05-16 17:16:29,,,"Adam Huggins",,92,,,,,,,,FALSE,"needs_id","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","genus"
"Agelaius phoeniceus",9744,"Agelaius phoeniceus","accepted","Red-winged Blackbird","Animalia","Chordata","Vertebrata",,"Aves",,,"Passeriformes",,,,"Icteridae",,,"Agelaius","phoeniceus","iNat:25887703",48.948511,-123.502664,2019-05-25 17:39:46,,,"Karen Steve Smith",,55,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Milesiini",488425,"Milesiini","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Diptera","Brachycera","Cyclorrhapha",,"Syrphidae","Eristalinae","Milesiini",,,"iNat:26036916",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","tribe"
"Altica bimarginata",1414702,"Altica bimarginata","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Polyphaga","Cucujiformia","Chrysomeloidea","Chrysomelidae","Galerucinae","Alticini","Altica","bimarginata","iNat:26036917",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Amara",130434,"Amara","accepted","Sun Beetles","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Adephaga",,"Caraboidea","Carabidae","Pterostichinae","Zabrini","Amara",,"iNat:26036918",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"casual","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Dalopius",174024,"Dalopius","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera","Polyphaga","Elateriformia","Elateroidea","Elateridae","Elaterinae","Agriotini","Dalopius",,"iNat:26036929",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Dolichovespula norvegicoides",218630,"Dolichovespula norvegicoides","accepted","Northern Aerial Yellowjacket","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae",,"Dolichovespula","norvegicoides","iNat:26036931",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Dolichovespula arenaria",118913,"Dolichovespula arenaria","accepted","Common Aerial Yellowjacket","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Vespoidea","Vespidae","Vespinae",,"Dolichovespula","arenaria","iNat:26036932",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
"Andrena",57669,"Andrena","accepted","Mining Bees","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena",,"iNat:26036943",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Osmia",57674,"Osmia","accepted","Mason Bees","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Osmiini","Osmia",,"iNat:26036946",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Lasioglossum",57678,"Lasioglossum","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Halictidae","Halictinae","Halictini","Lasioglossum",,"iNat:26036947",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Criorhinina",520024,"Criorhinina","accepted",,"Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Diptera","Brachycera","Cyclorrhapha",,"Syrphidae","Eristalinae","Milesiini",,,"iNat:26036948",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","tribe"
"Osmia",57674,"Osmia","accepted","Mason Bees","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Megachilidae","Megachilinae","Osmiini","Osmia",,"iNat:26036950",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Andrena",57669,"Andrena","accepted","Mining Bees","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Hymenoptera","Apocrita","Aculeata","Apoidea","Andrenidae","Andreninae","Andrenini","Andrena",,"iNat:26036951",48.948489,-123.502534,2018-05-15,,,"Andrew Simon",,27,,,,,,,,FALSE,"needs_id","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","genus"
"Melospiza melodia",9100,"Melospiza melodia","accepted","Song Sparrow","Animalia","Chordata","Vertebrata",,"Aves",,,"Passeriformes",,,,"Passerellidae",,,"Melospiza","melodia","iNat:26203666",48.948625,-123.502456,2019-06-01 19:32:00,,,"Andrew Simon",,98,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Agelaius phoeniceus",9744,"Agelaius phoeniceus","accepted","Red-winged Blackbird","Animalia","Chordata","Vertebrata",,"Aves",,,"Passeriformes",,,,"Icteridae",,,"Agelaius","phoeniceus","iNat:26203668",48.948625,-123.502456,2019-06-01 19:37:00,,,"Andrew Simon",,98,,,,,,,,FALSE,"research","Natural","LC","la","very shallow water, rooted and floating veg abunda","Freshwater","Laughlin Lake",,"Laughlin Lake","species"
"Vicia americana",53320,"Vicia americana","accepted","American vetch","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fabales",,,,"Fabaceae","Faboideae","Fabeae","Vicia","americana","iNat:26203681",48.948528,-123.502397,2019-06-01 18:32:00,,,"Andrew Simon",,101,,,,,,,,FALSE,"research","Natural","RI","ff","trees dying from raised water table","Freshwater","Riparian",,"Riparian","species"
