"","scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","temp_id","yearRecorded","protectedArea","IUCN_CAT","OECM","protectedAreaType","GOV_TYPE","OWNER_E","IUCN_Categ","decimalLatitude","decimalLongitude"
"4571","Erigeron glacialis","(Nutt.) A.Nelson",76920,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,NA,"Asteraceae","Erigeron",NA,"Erigeron glacialis","callianthemus","species","UBC","UBCVascular","V97793","","4802965B-C1F2-CB40-B1E3-F82B02DDA788","E.B. Peterson","s.n.",NA,"1961-07-27",1961,7,27,"PRESERVED_SPECIMEN","coast Mts.",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,5727,1961,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.45,-123.2
"4576","Erigeron glacialis","(Nutt.) A.Nelson",76920,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,NA,"Asteraceae","Erigeron",NA,"Erigeron glacialis","","species","iNaturalist","Observations","27188937","","https://www.inaturalist.org/observations/27188937","Robby Deans","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",156,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Robby Deans",NA,NA,NA,NA,NA,5732,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.39664,-123.204376
"4580","Erigeron glacialis","(Nutt.) A.Nelson",76920,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,NA,"Asteraceae","Erigeron",NA,"Erigeron glacialis","","species","iNaturalist","Observations","27553962","","https://www.inaturalist.org/observations/27553962","Randal","",NA,"2019-06-23",2019,6,23,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,5736,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.400555,-123.210137
"4587","Erigeron peregrinus","(Banks ex Pursh) Greene",133922,"Plantae","Tracheophyta","Magnoliopsida","Asterales","",NA,NA,"Asteraceae","Erigeron",NA,"Erigeron peregrinus","","species","iNaturalist","Observations","7388850","","http://inaturalist.ca/observations/7388850","James Leslie","",NA,"2017-08-06",2017,8,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"James Leslie",NA,NA,NA,NA,NA,5745,2017,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.400908,-123.210053
"4590","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","58477571","","https://www.inaturalist.org/observations/58477571","John D Reynolds","",NA,"2020-09-02",2020,9,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,5749,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.399115,-123.210665
"4591","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","27734695","","https://www.inaturalist.org/observations/27734695","Dr. Alison Northup","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",174,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Dr. Alison Northup",NA,NA,NA,NA,NA,5750,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.398544,-123.205233
"4592","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","58477572","","https://www.inaturalist.org/observations/58477572","John D Reynolds","",NA,"2020-09-02",2020,9,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,5751,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.397847,-123.207675
"4593","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","87484315","","https://www.inaturalist.org/observations/87484315","Dawn Hanna","",NA,"2021-07-17",2021,7,17,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Dawn Hanna",NA,NA,NA,NA,NA,5752,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.399125,-123.209962
"4595","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","87230922","","https://www.inaturalist.org/observations/87230922","Maddie Edmonds","",NA,"2021-07-15",2021,7,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Maddie Edmonds",NA,NA,NA,NA,NA,5754,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.4007,-123.210105
"4596","Eriophorum angustifolium","Honck.",127215,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum angustifolium","","species","iNaturalist","Observations","27188940","","https://www.inaturalist.org/observations/27188940","Robby Deans","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",156,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Robby Deans",NA,NA,NA,NA,NA,5755,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.39664,-123.204376
"4597","Eriophorum chamissonis","C.A.Mey.",162678,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum chamissonis","","species","iNaturalist","Observations","20468328","","https://www.inaturalist.org/observations/20468328","Derek Killby","",NA,"2016-08-06",2016,8,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",3,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Derek Killby",NA,NA,NA,NA,NA,5757,2016,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.400581,-123.209835
"4598","Eriophorum chamissonis","C.A.Mey.",162678,"Plantae","Tracheophyta","Liliopsida","Poales","",NA,NA,"Cyperaceae","Eriophorum",NA,"Eriophorum chamissonis","","species","iNaturalist","Observations","133787108","","https://www.inaturalist.org/observations/133787108","John D Reynolds","",NA,"2022-08-26",2022,8,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"John D Reynolds",NA,NA,NA,NA,NA,5758,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.404171,-123.211563
"4680","Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii","","species","iNaturalist","Observations","367814","","http://www.inaturalist.org/observations/367814","James Maughn","",NA,"2013-08-16",2013,8,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",1489,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"James Maughn",NA,NA,NA,NA,NA,5848,2013,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.399489,-123.220368
"4686","Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii","","species","iNaturalist","Observations","94670071","","https://www.inaturalist.org/observations/94670071","Mannfred Masahiro","",NA,"2021-09-12",2021,9,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Mannfred Masahiro",NA,NA,NA,NA,NA,5854,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.413413,-123.202217
"4687","Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii","","species","iNaturalist","Observations","58897130","","https://www.inaturalist.org/observations/58897130","Steve Ansell","",NA,"2014-07-27",2014,7,27,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",50,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,5855,2014,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.41344,-123.200689
"4699","Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii","","species","iNaturalist","Observations","56174655","","https://www.inaturalist.org/observations/56174655","Liz","",NA,"2020-08-10",2020,8,10,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Liz",NA,NA,NA,NA,NA,5867,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.413353,-123.200538
"4714","Erythranthe lewisii","(Pursh) G.L. Nesom & N.S. Fraga",777190,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,NA,"Phrymaceae","Erythranthe",NA,"Erythranthe lewisii","","species","iNaturalist","Observations","67886512","","https://www.inaturalist.org/observations/67886512","Mannfred Masahiro","",NA,"2019-08-18",2019,8,18,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",263,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Mannfred Masahiro",NA,NA,NA,NA,NA,5882,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.413377,-123.200744
"4846","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","","species","iNaturalist","Observations","27438504","","https://www.inaturalist.org/observations/27438504","Derek Killby","",NA,"2019-06-21",2019,6,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Stewart Wechsler",NA,NA,NA,NA,NA,6092,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.378075,-123.193275
"4850","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","","species","iNaturalist","Observations","98939034","","https://www.inaturalist.org/observations/98939034","Kate McKeown","",NA,"2021-09-18",2021,9,18,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",24,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Kate McKeown",NA,NA,NA,NA,NA,6096,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.398675,-123.205003
"4854","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","","species","iNaturalist","Observations","109199954","","https://www.inaturalist.org/observations/109199954","Steve Ansell","",NA,"2005-05-01",2005,5,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Steve Ansell",NA,NA,NA,NA,NA,6100,2005,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.382023,-123.234403
"4857","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","","species","iNaturalist","Observations","85922534","","https://www.inaturalist.org/observations/85922534","John D Reynolds","",NA,"2021-06-30",2021,6,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6103,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.397294,-123.205628
"4859","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","","species","iNaturalist","Observations","126154385","","https://www.inaturalist.org/observations/126154385","Rielle","",NA,"2022-07-13",2022,7,13,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Caleb Catto",NA,NA,NA,NA,NA,6105,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.396163,-123.20089
"4861","Fragaria virginiana","Mill.",77155,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Fragaria",NA,"Fragaria virginiana","platypetala","species","iNaturalist","Observations","86663396","","https://www.inaturalist.org/observations/86663396","Dawn Hanna","",NA,"2021-07-11",2021,7,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2020)",NA,"Dawn Hanna",NA,NA,NA,NA,NA,6107,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.377647,-123.193428
"4866","Frangula purshiana","(D.C.) Cooper",77156,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rhamnaceae","Frangula",NA,"Frangula purshiana","","species","iNaturalist","Observations","59541502","","https://www.inaturalist.org/observations/59541502","Steve Ansell","",NA,"2020-09-12",2020,9,12,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",100,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5",NA,"Steve Ansell",NA,NA,NA,NA,NA,6114,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.385915,-123.198615
"4952","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","27228024","","https://www.inaturalist.org/observations/27228024","citizen1","",NA,"2019-06-13",2019,6,13,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",800,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"citizen1",NA,NA,NA,NA,NA,6219,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.381489,-123.18649
"4953","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","133787056","","https://www.inaturalist.org/observations/133787056","John D Reynolds","",NA,"2022-08-26",2022,8,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6220,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.404003,-123.211159
"4955","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","59103563","","https://www.inaturalist.org/observations/59103563","John D Reynolds","",NA,"2020-09-02",2020,9,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Jason Headley",NA,NA,NA,NA,NA,6222,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.401047,-123.207642
"4957","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","88576088","","https://www.inaturalist.org/observations/88576088","Cole Gaerber","",NA,"2021-07-24",2021,7,24,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Cole Gaerber",NA,NA,NA,NA,NA,6224,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.399485,-123.210109
"4961","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","91066649","","https://www.inaturalist.org/observations/91066649","John D Reynolds","",NA,"2021-08-11",2021,8,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6228,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.397808,-123.206108
"4964","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","98394988","","https://www.inaturalist.org/observations/98394988","John D Reynolds","",NA,"2021-06-25",2021,6,25,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6231,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.374653,-123.186797
"4966","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","121288191","","https://www.inaturalist.org/observations/121288191","Ben Keen","",NA,"2022-06-11",2022,6,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",228,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Ben Keen",NA,NA,NA,NA,NA,6233,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.398406,-123.206823
"4968","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","27734672","","https://www.inaturalist.org/observations/27734672","Dr. Alison Northup","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",174,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Dr. Alison Northup",NA,NA,NA,NA,NA,6235,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.398544,-123.205233
"4969","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","59103565","","https://www.inaturalist.org/observations/59103565","John D Reynolds","",NA,"2020-09-02",2020,9,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Jason Headley",NA,NA,NA,NA,NA,6236,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.397769,-123.206069
"4970","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","133787075","","https://www.inaturalist.org/observations/133787075","John D Reynolds","",NA,"2022-08-26",2022,8,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6237,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.404057,-123.211304
"4973","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","124179195","","https://www.inaturalist.org/observations/124179195","sidalcea","",NA,"2022-06-30",2022,6,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"sidalcea",NA,NA,NA,NA,NA,6240,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.39099,-123.201604
"4976","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","98394787","","https://www.inaturalist.org/observations/98394787","John D Reynolds","",NA,"2021-06-25",2021,6,25,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6243,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.397744,-123.207192
"4978","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","86663979","","https://www.inaturalist.org/observations/86663979","Dawn Hanna","",NA,"2021-07-11",2021,7,11,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Dawn Hanna",NA,NA,NA,NA,NA,6245,2021,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.377872,-123.193047
"4983","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","14124526","","https://www.inaturalist.org/observations/14124526","Derek Killby","",NA,"2018-07-06",2018,7,6,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",19,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Derek Killby",NA,NA,NA,NA,NA,6250,2018,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.376773,-123.192256
"4987","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","27188993","","https://www.inaturalist.org/observations/27188993","Robby Deans","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",156,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Stewart Wechsler",NA,NA,NA,NA,NA,6254,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.39664,-123.204376
"4990","Gaultheria ovatifolia","A. Gray",77228,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria ovatifolia","","species","iNaturalist","Observations","27188946","","https://www.inaturalist.org/observations/27188946","Robby Deans","",NA,"2019-06-16",2019,6,16,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",156,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S4 (2015)",NA,"Robby Deans",NA,NA,NA,NA,NA,6257,2019,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.39664,-123.204376
"5010","Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","51377216","","https://www.inaturalist.org/observations/51377216","Taylor Justason","",NA,"2020-06-28",2020,6,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Taylor Justason",NA,NA,NA,NA,NA,6278,2020,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.521708,-123.236753
"5078","Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","132616914","","https://www.inaturalist.org/observations/132616914","ayhusic1","",NA,"2022-08-27",2022,8,27,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",6636,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"ayhusic1",NA,NA,NA,NA,NA,6346,2022,"Cypress Park","II","No","A - Park","Sub-national Government","Government of British Columbia","II",49.405545,-123.208838
