id,ZONE,VRNTNM,SBZNNM,SUBZONE,NTRLDSTRB1,MAP_LABEL,NTRLDSTRBN,BGC_LABEL,VARIANT,ZONE_NAME,HA,UTM_E,UTM_N,ELEV,SOL,REGION
4024,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,2.8,,,,,1C
4025,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,44.5,,,,,1C
4026,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,5.8,,,,,1C
4027,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,8.2,,,,,1C
4028,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,22.7,,,,,1C
4029,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,0.0,,,,,1C
4037,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,53.3,,,,,1C
4038,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,2.6,,,,,1C
4040,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,40.3,,,,,2C
4041,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,3.0,,,,,2C
4042,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,30.7,,,,,2C
4043,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,14.0,,,,,2C
4044,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,17.9,,,,,2C
4050,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,51.3,,,,,2C
4052,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,23.7,,,,,2C
4053,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,12.9,,,,,2C
4056,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,24.8,,,,,2C
4057,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.4,,,,,2C
4057,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,27.5,,,,,2C
4058,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,0.2,,,,,2C
4060,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,15.9,,,,,3C
4061,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,36.2,,,,,3C
4062,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,17.3,,,,,3C
4063,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,21.8,,,,,3C
4064,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,6.3,,,,,3C
4066,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,17.2,,,,,3C
4066,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,1.0,,,,,3C
4067,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,17.1,,,,,3C
4067,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,9.0,,,,,3C
4068,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.3,,,,,3C
4068,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,3.8,,,,,3C
4069,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,5.4,,,,,3C
4069,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,27.8,,,,,3C
4070,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,3.9,,,,,3C
4071,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,22.7,,,,,3C
4072,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,8.3,,,,,3C
4072,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,16.0,,,,,3C
4073,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,28.4,,,,,3C
4073,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,6.0,,,,,3C
4074,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.2,,,,,3C
4075,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,41.6,,,,,3C
4076,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,5.9,,,,,3C
4076,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,3.0,,,,,3C
4077,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,43.8,,,,,3C
4078,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.0,,,,,3C
4078,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,34.0,,,,,3C
4079,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.3,,,,,4C
4079,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,13.4,,,,,4C
4080,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,42.6,,,,,4C
4081,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,6.1,,,,,4C
4082,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,18.7,,,,,4C
4082,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,0.1,,,,,4C
4083,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,24.6,,,,,4C
4083,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,13.0,,,,,4C
4084,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,13.8,,,,,4C
4084,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,26.3,,,,,4C
4085,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,13.9,,,,,4C
4086,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,31.3,,,,,4C
4089,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,39.1,,,,,4C
4090,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.0,,,,,4C
4090,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,32.8,,,,,4C
4091,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,42.9,,,,,4C
4091,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,3.2,,,,,4C
4092,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,23.3,,,,,4C
4093,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,40.2,,,,,4C
4094,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,38.6,,,,,4C
4095,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,6.3,,,,,4C
4096,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,40.2,,,,,4C
4101,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,13.5,,,,,1C
4102,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,61.2,,,,,1C
4103,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,5.2,,,,,1C
4104,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,25.3,,,,,1C
4104,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,8.4,,,,,1C
4105,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,1.3,,,,,1C
4108,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,34.2,,,,,1C
4109,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,0.0,,,,,1C
4109,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,8.1,,,,,1C
4110,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,13.3,,,,,1C
4111,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,7.1,,,,,1C
4115,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,4.7,,,,,1C
4116,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,2.5,,,,,1C
4120,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,29.3,,,,,1C
4121,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,9.8,,,,,2C
4122,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,16.6,,,,,2C
4123,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,51.4,,,,,2C
4124,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,40.5,,,,,2C
4126,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,58.2,,,,,2C
4127,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,42.2,,,,,2C
4132,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,16.1,,,,,2C
4133,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,21.9,,,,,2C
4134,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,0.3,,,,,2C
4135,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,1.3,,,,,2C
4136,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,16.7,,,,,2C
4139,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,44.0,,,,,2C
4140,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,5.1,,,,,2C
4147,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,4.9,,,,,3C
4148,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,5.5,,,,,3C
4150,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,18.3,,,,,3C
4151,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,4.7,,,,,3C
4151,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,25.9,,,,,3C
4152,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,5.0,,,,,3C
4153,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,21.6,,,,,3C
4153,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,24.1,,,,,3C
4154,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,8.6,,,,,3C
4155,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,59.2,,,,,3C
4155,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,2.5,,,,,3C
4156,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,12.3,,,,,3C
4156,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,30.4,,,,,3C
4157,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,14.1,,,,,3C
4158,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.2,,,,,3C
4159,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,1.5,,,,,3C
4161,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,22.8,,,,,4C
4161,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,0.9,,,,,4C
4162,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,2.1,,,,,4C
4162,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,41.8,,,,,4C
4163,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,29.5,,,,,4C
4163,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,3.8,,,,,4C
4164,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,38.8,,,,,4C
4164,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,6.1,,,,,4C
4165,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,31.7,,,,,4C
4166,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,22.7,,,,,4C
4167,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,29.4,,,,,4C
4168,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,3.7,,,,,4C
4168,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,15.8,,,,,4C
4169,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,37.4,,,,,4C
4170,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,52.5,,,,,4C
4170,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,1.4,,,,,4C
4171,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,2.1,,,,,4C
4172,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,26.9,,,,,4C
4172,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,9.6,,,,,4C
4173,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,38.5,,,,,4C
4174,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,16.5,,,,,4C
4174,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,11.9,,,,,4C
4175,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,41.3,,,,,4C
4176,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,44.7,,,,,4C
4177,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,20.4,,,,,4C
4177,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,0.9,,,,,4C
4178,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,0.0,,,,,4C
4178,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,41.3,,,,,4C
4184,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,54.3,,,,,1C
4185,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,3.7,,,,,1C
4186,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,44.6,,,,,1C
4187,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,27.3,,,,,1C
4188,ESSF,Stein,Moist Warm,mw,Ecosystems with infrequent stand-initiating events,ESSFmw2,NDT2,ESSFmw 2,"2",Engelmann Spruce -- Subalpine Fir,0.2,,,,,1C
4191,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,36.2,,,,,1C
4192,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,47.6,,,,,1C
4193,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,38.4,,,,,1C
4197,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,27.5,,,,,1C
4198,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,42.8,,,,,1C
4203,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,46.3,,,,,2C
4204,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,48.5,,,,,2C
4205,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,11.1,,,,,2C
4207,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,2.3,,,,,2C
4208,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,12.1,,,,,2C
4209,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,13.0,,,,,2C
4210,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,24.6,,,,,2C
4211,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,41.6,,,,,2C
