"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"523","Polystichum braunii","(Spenner) Fée","","Braun's holly fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Dryopteridaceae","Dryopteridoideae",NA,"Polystichum","Polystichum braunii","","","","native","S3S4 (2001)",NA,"1963-04-29","L. Orloci","UBC","V101030",NA,"2022-05-28","Steve Ansell","iNaturalist","119317817",NA,29,"confirmed","observed","UBC:  Squamish, rich coniferous woods of Oplopanax communities",167276,"VAS"
"524","Polystichum lemmonii","Underw.","","Lemmon's hollyfern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Dryopteridaceae","Dryopteridoideae",NA,"Polystichum","Polystichum lemmonii","","","","native","S2? (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:427",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:427",NA,1,"new 2020","unobserved","",63216,"VAS"
"525","Polystichum lonchitis","(L.) Roth","","northern holly fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Dryopteridaceae","Dryopteridoideae",NA,"Polystichum","Polystichum lonchitis","","","","native","S4S5 (2015)",NA,"1965-07-02","B. Fraser","UBC","V161019",NA,"2022-09-18","Steve Ansell","iNaturalist","137156517",NA,8,"confirmed","observed","UBC:  Garibaldi PP Sentinel Gl foreland",78697,"VAS"
"526","Polystichum munitum","(Kaulf.) C. Presl","","western sword fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Dryopteridaceae","Dryopteridoideae",NA,"Polystichum","Polystichum munitum","","","","native","S5 (2015)",NA,"1956-08-09","Vernon C. Brink","UBC","V56006",NA,"2022-11-27","spea","iNaturalist","143091518",NA,400,"confirmed","observed","",47751,"VAS"
"527","Populus balsamifera","L.","","balsam poplar","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Salicaceae","",NA,"Populus","Populus balsamifera","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:430",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:430",NA,1,"new 2020","unobserved","iNat: needs i.d.",54838,"VAS"
"528","Populus tremuloides","Michx.","","trembling aspen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Salicaceae","",NA,"Populus","Populus tremuloides","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:431",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:431",NA,1,"new 2020","unobserved","",54840,"VAS"
"529","Populus trichocarpa","L. (Torr. & A. Gray ex Hook.) Brayshaw","","black cottonwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Salicaceae","",NA,"Populus","Populus trichocarpa","","","","native","S5 (2015)",NA,"2012-09-17","Claude Nozères","iNaturalist","140611339",NA,"2022-10-16","Roslyn","iNaturalist","139332474",NA,20,"confirmed","observed","",78699,"VAS"
"530","Potamogeton berchtoldii","Fieber","","small pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton","Potamogeton berchtoldii","","","","native","S4 (2001)",NA,"1982-08-02","A.A. Rose","UBC","V176401",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:435",NA,2,"reported","unobserved","UBC:  NW side of Squamish River Rd at Mile 15, herbarium record P. pusillus",78706,"VAS"
"531","Potamogeton epihydrus","Raf.","","ribbon-leaved pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton","Potamogeton epihydrus","","","","native","S5 (2000)",NA,"1982-08-02","A.A. Rose","UBC","V176399",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:433",NA,2,"reported","unobserved","UBC:  NW side of Squamish River Rd at Mile 15, herbarium record P. pusillus",78709,"VAS"
"532","Potamogeton foliosus","Raf.","","leafy pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton","Potamogeton foliosus","","","","native","S4S5 (2015)",NA,"1977-08-12","Patrick Warrington; J. Goddard","RBCM","V171312",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:434",NA,2,"reported","unobserved","RBCM:  Lucille Lake",59107,"VAS"
"533","Potamogeton natans","L.","","floating-leaved pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton","Potamogeton natans","","","","native","S5? (2015)",NA,"2019-12-28","Ben Keen","iNaturalist","37048406",NA,"2021-06-30","sarahtown","iNaturalist","85287033",NA,4,"new 2019","observed","",78712,"VAS"
"534","Potamogeton praelongus","Wulfen","","long-stalked pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton","Potamogeton praelongus","","","","native","S5 (2019)",NA,"2022-10-12","sidalcea","iNaturalist","138566988",NA,"2022-10-12","sidalcea","iNaturalist","138566988",NA,1,"new 2022","observed","",78713,"VAS"
"535","Potamogeton pusillus ssp. pusillus","L.","","small pondweed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Potamogetonaceae","",NA,"Potamogeton pusillus","Potamogeton pusillus pusillus","","pusillus","","native","S4 (2001)",NA,"1977-08-11","Patrick Warrington; J. Goddard","RBCM","V171965",NA,"1977-08-11","Patrick Warrington; J. Goddard","RBCM","V171965",NA,1,"reported","unobserved","RBCM:  Brohm Lake, Cheekye",78714,"VAS"
"536","Potentilla flabellifolia","Hook. ex Torr. & A. Gray","","fan-foil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","",NA,"Potentilla","Potentilla flabellifolia","","","","native","S4 (2001)",NA,"1914-07-01","W. Taylor","UBC","V32938",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:436",NA,4,"reported","unobserved","UBC: Garibaldi 'district'",78726,"VAS"
"537","Potentilla glaucophylla var. glaucophylla","Lehm.","","blueleaf cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","",NA,"Potentilla","Potentilla glaucophylla","","","glaucophylla","native","S5",NA,"1912-08-11","John Davidson","UBC","V62782",NA,"1917-08-10","John Davidson","UBC","V33237",NA,9,"reported","unobserved","UBC: Garibaldi PP Polemonium Ridge",81282,"VAS"
"538","Potentilla norvegica","L.","","rough cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Rosoideae",NA,"Potentilla","Potentilla norvegica","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:437",NA,"2020-08-11","Ben Keen","iNaturalist","56198132",NA,2,"new 2020","observed","",55732,"VAS"
"539","Potentilla uniflora","Ledeb.","","one-flower cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","",NA,"Potentilla","Potentilla uniflora","","","","native","",NA,"1916-08-09","F. Perry","UBC","V33112",NA,"1916-08-09","F. Perry","UBC","V33112",NA,1,"reported","unobserved","recognized by I.T.I.S. and NatureServe Explorer",167387,"VAS"
"540","Potentilla villosa","Pall. ex Pursh","","northern cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","",NA,"Potentilla","Potentilla villosa","","","","native","S5 (2000)",NA,"1913-07-29","John Davidson","CPNWH","2543911",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:438",NA,3,"reported","unobserved","UBC:  Garibaldi PP Polemonium Ridge",167389,"VAS"
"541","Primula pauciflora var. pauciflora","(Greene) A.R. Mast & Reveal","","few-flower shootingstar","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Primulaceae","Primuloideae",NA,"Primula","Primula pauciflora","","","pauciflora","native","S5 (2012)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:56",NA,"2021-05-25","cmslade","iNaturalist","80286069",NA,9,"confirmed","observed","",550711,"VAS"
"542","Prosartes hookeri","Torr.","","Hooker's fairybells","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Liliales","",NA,"Liliaceae","Streptopoideae",NA,"Prosartes","Prosartes hookeri","","","","native","S5 (2000)",NA,"2010-07-15","Erin R. Manton, J. Shiller, B. Manton","UBC","V236243",NA,"2022-08-13","lauramaypollock","iNaturalist","130697891",NA,32,"confirmed","observed","",51071,"VAS"
"543","Prunella vulgaris ssp. lanceolata","L.","(W.P.C.Barton) Piper & Beattie","selfheal","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Prunella","Prunella vulgaris","","lanceolata","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:441",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:441",NA,1,"new 2020","unobserved","",60213,"VAS"
"544","Prunus emarginata","(Douglas ex Hook.) D. Dietr.","","bitter cherry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Prunus","Prunus emarginata","","","","native","S5 (2015)",NA,"2000-06-03","graeme45","iNaturalist","81268384",NA,"2022-09-01","weiande","iNaturalist","133500511",NA,39,"confirmed","observed","",63905,"VAS"
"545","Pseudognaphalium thermale","(E. E. Nelson) G. L. Nesom","","small headed cudweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Pseudognaphalium","Pseudognaphalium thermale","","","","native","S4S5 (2015)",NA,"1963-08-02","Katherine I. Beamish","UBC","V103772",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:443",NA,3,"confirmed","observed","",78765,"VAS"
"546","Pseudotsuga menziesii var. menziesii","(Mirb.) Franco","","common douglas-fir","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Pseudotsuga","Pseudotsuga menziesii","","","menziesii","native","S5 (2000)",NA,"2013-01-16","Derek Killby","iNaturalist","19109595",NA,"2022-11-27","Lyrae","iNaturalist","143354791",NA,237,"confirmed","observed","",48256,"VAS"
"547","Pteridium aquilinum var. pubescens","(L.) Kuhn","Underw.","western brackenfern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Dennstaedtiaceae","",NA,"Pteridium","Pteridium aquilinum","","","pubescens","native","S5 (2000)",NA,"2015-04-04","Else Mikkelsen","iNaturalist","10279035",NA,"2022-11-27","spea","iNaturalist","143095313",NA,147,"confirmed","observed","",52684,"VAS"
"548","Pterospora andromedea","Nutt.","","pinedrops","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pterospora","Pterospora andromedea","","","","native","S5 (2019)",NA,"2016-05-16","hillanddale","iNaturalist","9525023",NA,"2022-09-26","jwisniewski","iNaturalist","137875673",NA,9,"new 2016","observed","",52118,"VAS"
"549","Puccinellia pumila","(Macoun ex Vasey) Hitchc.","","dwarf alkaligrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Puccinellia","Puccinellia pumila","","","","native","S5 (2019)",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253208",NA,"2018-07-14","Frank Lomer, Judith Holm","UBC","V253208",NA,1,"new 2018","unobserved","",78785,"VAS"
"550","Pulsatilla occidentalis","(S. Watson) Freyn","","western anemone","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Pulsatilla","Pulsatilla occidentalis","","","","native","S5 (2015)",NA,"1913-08-14","W. Taylor","UBC","V35990",NA,"2022-08-15","kadbury","iNaturalist","131021065",NA,26,"confirmed","observed","UBC:  Garibaldi PP, historical record Anemone occidentalis",75443,"VAS"
"551","Pyrola aphylla","Smith","","leafless wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola aphylla","","","","native","S3 (2019)",NA,"2020-07-05","Ben Keen","iNaturalist","52061796",NA,"2020-07-05","Ben Keen","iNaturalist","52061796",NA,1,"new 2020","observed","",630966,"VAS"
"552","Pyrola asarifolia ssp. asarifolia","Michx.","","liverleaf wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola asarifolia","","asarifolia","","native","S5 (2000)",NA,"1968-06-15","V. Bednar","UBC","V134555",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:448",NA,2,"reported","unobserved","UBC:  road to Garibaldi Black Tusk trailhead",60370,"VAS"
"553","Pyrola asarifolia ssp. bracteata","Michx.","(Hook.) Haber","long-bracted wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola asarifolia","","bracteata","","native","S4 (2014)",NA,"1912-05-03","W. Taylor","UBC","V46395",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:449",NA,8,"reported","unobserved","UBC:  Garibaldi PP along trail to Garibaldi Lake",80169,"VAS"
"554","Pyrola chlorantha","Sw.","","green-flowered wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola chlorantha","","","","native","S5? (2015)",NA,"2019-06-07","citizen1","iNaturalist","26702242",NA,"2021-06-23","citizen1","iNaturalist","84991548",NA,4,"new 2019","observed","",63802,"VAS"
"555","Pyrola dentata","Smith","","toothed  wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola dentata","","","","native","S2S3 (2019)",NA,"2017-07-09","Vanessa","iNaturalist","6980130",NA,"2021-08-05","Cole Gaerber","iNaturalist","90398972",NA,2,"new 2017","observed","",707672,"VAS"
"556","Pyrola minor","L.","","lesser wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola minor","","","","native","S4S5 (2015)",NA,"1965-08-16","B. Fraser","UBC","V160945",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:450",NA,2,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",78794,"VAS"
"557","Pyrola picta","Sm.","","white-veined wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Pyrola","Pyrola picta","","","","native","S4 (2015)",NA,"1976-07-15","M. Clark","UBC","V161997",NA,"2022-06-29","Elora Jane","iNaturalist","124004709",NA,17,"confirmed","observed","",62239,"VAS"
"558","Quercus garryana var. garryana","Dougl. Ex Hook.","","Garry oak","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fagales","",NA,"Fagaceae","",NA,"Quercus","Quercus garryana","","","garryana","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:452",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:452",NA,1,"new 2020","unobserved","",63890,"VAS"
"559","Ranunculus aquatilis","L.","","lesser wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculus","Ranunculus aquatilis","","","","native","S5 (2000)",NA,"1982-08-02","A.A. Rose","UBC","V176402",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:453",NA,2,"reported","unobserved","UBC:  NW side Squamish River Road at mile 15; re status, do not know which variety this is",78817,"VAS"
"560","Ranunculus eschscholtzii var. eschscholtzii","Schltdl.","","Eschscholtz's buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculus","Ranunculus eschscholtzii","","","eschscholtzii","native","S5 (2000)",NA,"1912-08-15","John Davidson","UBC","V43433",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:454",NA,2,"reported","unobserved","UBC:  Garibaldi PP near Helm Lake",78822,"VAS"
"561","Ranunculus flammula","L.","","lesser spearwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculus","Ranunculus flammula","","","","native","S5 (2008)",NA,"1982-08-02","A.A. Rose","UBC","V176403",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:455",NA,2,"reported","unobserved","UBC:  Squamish River Road NW side at Mile 15",67826,"VAS"
"562","Ranunculus uncinatus","D. Don ex G. Don","","woodland buttercup","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Ranunculus","Ranunculus uncinatus","","","","native","S5 (2015)",NA,"2019-06-07","citizen1","iNaturalist","26703736",NA,"2021-05-23","Else Mikkelsen","iNaturalist","80333302",NA,6,"new 2019","observed","",63898,"VAS"
"563","Rhinanthus minor","L.","","yellow rattle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Rhinanthus","Rhinanthus minor","","","","native","S4",NA,"2022-07-10","Rand Rudland","iNaturalist","125705183",NA,"2022-07-10","Rand Rudland","iNaturalist","125705183",NA,1,"new 2022","observed","",61470,"VAS"
"564","Rhododendron albiflorum","Hook.","","white-flowered rhododendron","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Rhododendron","Rhododendron albiflorum","","","","native","S5 (2019)",NA,"1914-08-02","John Davidson","UBC","V63375",NA,"2022-08-29","yahanjin","iNaturalist","132875205",NA,90,"confirmed","observed","",126556,"VAS"
"565","Rhododendron macrophyllum","D. Don ex G. Don","","Pacific rhododendron","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Rhododendron","Rhododendron macrophyllum","","","","native","S3S4 (2015)",NA,"2003-05-25","Paul Kroeger","","HERB0235",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:459",NA,5,"reported","unobserved","",57360,"VAS"
"566","Rhododendron menziesii","Craven","","mock azalea","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Rhododendron","Rhododendron menziesii","","","","native","S5 (2019)",NA,"1975-07-06","H.M. Banek","UBC","V150008",NA,"2022-09-02","lyndseysmith","iNaturalist","133696396",NA,115,"confirmed","observed","UBC & LGL: Menziesia ferruginea",553849,"VAS"
"567","Rhus glabra","L.","","smooth sumac","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Sapindales","",NA,"Anacardiaceae","Anacardioideae",NA,"Rhus","Rhus glabra","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:461",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:461",NA,1,"new 2020","unobserved","not usually at the coast",54764,"VAS"
"568","Rhynchospora alba","(L.) Vahl","","white beak-sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Rhynchospora","Rhynchospora alba","","","","native","S5 (2019)",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93952099",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93952099",NA,1,"new 2021","observed","",57862,"VAS"
"569","Ribes acerifolium","Howell","","maple currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes acerifolium","","","","native","S4 (2015)",NA,"1913-08-01","John Davidson","UBC","V30897",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:462",NA,9,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",81762,"VAS"
"570","Ribes divaricatum var. divaricatum","Dougl.","","wild black gooseberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes divaricatum","","","divaricatum","native","S5 (2019)",NA,"2017-07-26","Adam Huggins","iNaturalist","7242741",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:464",NA,2,"new 2017","observed","",53449,"VAS"
"571","Ribes lacustre","(Pers.) Poir.","","swamp currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes lacustre","","","","native","S5 (2015)",NA,"1951-08-30","W. Cottle","UBC","V27370",NA,"2022-08-06","Nina Hewitt","iNaturalist","130059646",NA,48,"confirmed","observed","",78858,"VAS"
"572","Ribes laxiflorum","Pursh","","trailing black currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes laxiflorum","","","","native","S5",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:466",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:466",NA,1,"new 2020","unobserved","",78860,"VAS"
"573","Ribes sanguineum var. sanguineum","Pursh","","red-flowering currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes sanguineum","","","sanguineum","native","S5 (2015)",NA,"1946-04-13","Thomas M.C. Taylor","UBC","V107544",NA,"2022-06-15","RWorcester","iNaturalist","121948507",NA,67,"confirmed","observed","R. sanguineum var sanguineum is the sole variety recorded in B",81349,"VAS"
"574","Ribes triste","Pallas","","red swamp currant","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Grossulariaceae","",NA,"Ribes","Ribes triste","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:468",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:468",NA,1,"new 2020","unobserved","",118750,"VAS"
"575","Romanzoffia sitchensis","Bong.","","Sitka mistmaiden","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Boraginales","",NA,"Boraginaceae","Hydrophylloideae",NA,"Romanzoffia","Romanzoffia sitchensis","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:469",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:469",NA,1,"new 2020","unobserved","UBC:  Howe Sound, the Lions",78872,"VAS"
