"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"429","Symphyotrichum subspicatum","(Nees) G.L.Nesom","","Douglas' aster","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Symphyotrichum","Symphyotrichum subspicatum","","","","native","S5 (2019)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:7",NA,"2022-08-26","John D Reynolds","iNaturalist","133787090",NA,3,"confirmed","observed","",79303,"VAS"
"430","Taraxacum alaskanum","Rydb.","","Alaska dandelion","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Taraxacum","Taraxacum alaskanum","","","","native","S5 (2012)",NA,"1913-08-01","John Davidson","UBC","V44985",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:537",NA,2,"reported","unobserved","UBC:  Mt. Garibaldi",556104,"VAS"
"431","Taxus brevifolia","Nutt.","","Pacific yew","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Taxaceae","",NA,"Taxus","Taxus brevifolia","","","","native","S5 (2000)",NA,"2019-06-07","citizen1","iNaturalist","26700209",NA,"2022-06-06","Jens-Christian Svenning","iNaturalist","120621767",NA,23,"new 2019","observed","",55209,"VAS"
"432","Tellima grandiflora","(Pursh) Douglas ex Lindl.","","fringe cups","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Tellima","Tellima grandiflora","","","","native","S5 (2015)",NA,"2014-05-10","hillanddale","iNaturalist","9532932",NA,"2022-06-19","greywhalen","iNaturalist","122580982",NA,33,"confirmed","observed","",51655,"VAS"
"433","Thuja plicata","Donn ex D. Don","","western redcedar","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Cupressaceae","Cupressoideae",NA,"Thuja","Thuja plicata","","","","native","S5 (2015)",NA,"1966-06-30","Rodin, R.J.","K","K000088950",NA,"2022-11-26","Guerric Haché","iNaturalist","142958553",NA,335,"confirmed","observed","",48252,"VAS"
"434","Tiarella trifoliata var. laciniata","L.","(Hook.) Wheelock","lace foamflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Tiarella","Tiarella trifoliata","","","laciniata","native","S5 (2000)",NA,"1961-05-25","Katherine I. Beamish, Freek Vrugtman, C. Campbell","UBC","V138975",NA,"2021-10-01","Kate McKeown","iNaturalist","98941067",NA,9,"confirmed","observed","",51650,"VAS"
"435","Tiarella trifoliata var. trifoliata","L.","","threeleaf foamflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Tiarella","Tiarella trifoliata","","","trifoliata","native","S5 (2000)",NA,"1958-11-01","A. Jablanczy","UBC","V80821",NA,"2022-07-02","lauramaypollock","iNaturalist","124615632",NA,20,"confirmed","observed","",51649,"VAS"
"436","Tiarella trifoliata var. unifoliata","L.","(Hook.) Kurtz","threeleaf foamflower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Tiarella","Tiarella trifoliata","","","unifoliata","native","S5 (2000)",NA,"1914-07-31","John Davidson","UBC","V31251",NA,"2022-08-27","ayhusic1","iNaturalist","132615962",NA,14,"confirmed","observed","",81427,"VAS"
"437","Tolmiea menziesii","(Pursh) Torr. & Gray","","youth on age","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Tolmiea","Tolmiea menziesii","","","","native","S5 (2015)",NA,"2016-05-03","hillanddale","iNaturalist","9531025",NA,"2022-09-16","Matt M","iNaturalist","135957442",NA,12,"new 2016","observed","",128848,"VAS"
"438","Tonestus lyallii","(A. Gray) A. Nelson","","Lyall's tonestus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Tonestus","Tonestus lyallii","","","","native","S5 (2000)",NA,"1912-08-11","John Davidson","UBC","V193132",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:544",NA,9,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",79371,"VAS"
"439","Trautvetteria caroliniensis","(Walter) Vail","","Carolina bugbane","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Ranunculoideae",NA,"Trautvetteria","Trautvetteria caroliniensis","","","","native","S5 (2000)",NA,"2015-06-06","hillanddale","iNaturalist","9535453",NA,"2022-06-19","Roslyn","iNaturalist","122566872",NA,4,"confirmed","observed","",79387,"VAS"
"440","Triantha glutinosa","Michx.","","sticky false asphodel","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Tofieldiaceae","",NA,"Triantha","Triantha glutinosa","","","","native","S5 (2000)",NA,"1944-08-04","Vernon C. Brink","UBC","V58277",NA,"2022-08-26","John D Reynolds","iNaturalist","133785592",NA,37,"confirmed","observed","",169913,"VAS"
"441","Triantha occidentalis ssp. brevistyla","(S. Watson) R.R. Gates","(C.L.Hitchc.) Packer","short-style sticky tofieldia","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Tofieldiaceae","",NA,"Triantha","Triantha occidentalis","","brevistyla","","native","S5 (2000)",NA,"1931-08-17","Jas Kay","UBC","V25428",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:550",NA,14,"confirmed","unobserved","UBC:  Cypress Mt. near Yew Lake",238899,"VAS"
"442","Trifolium willdenovii","Spreng.","","tomcat clover","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,""," ","","","","native","S5 (2019)",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93183704",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93183704",NA,1,"new 2021","observed","",57081,"VAS"
"443","Trifolium wormskioldii","Lehm.","","springbank clover","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Trifolium","Trifolium wormskioldii","","","","native","S5 (2001)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:553",NA,"2020-08-30","Chloe and Trevor Van Loon","iNaturalist","58239776",NA,2,"new 2020","observed","",71146,"VAS"
"444","Triglochin maritima","L.","","common arrowgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Alismatales","",NA,"Juncaginaceae","",NA,"Triglochin","Triglochin maritima","","","","native","S5 (2000)",NA,"1997-05-18","Gerald B. Straley","UBC","V226287",NA,"2022-06-12","Roslyn","iNaturalist","121645922",NA,11,"confirmed","observed","",60264,"VAS"
"445","Trisetum canescens","Buckley","","tall trisetum","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Trisetum","Trisetum canescens","","","","native","S5 (2000)",NA,"2004-07-29","Peterson, Paul M. ; Saarela, Jeffery M.","CMN","CAN 590881",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:556",NA,3,"reported","unobserved","",64229,"VAS"
"446","Trisetum cernuum","Trin.","","nodding trisetum","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Trisetum","Trisetum cernuum","","","","native","S5 (2019)",NA,"2004-07-29","Paul M. Peterson;Jeffrey M. Saarela;Stephen F. Smith","MO","3462744",NA,"2020-08-30","Chloe and Trevor Van Loon","iNaturalist","58239773",NA,4,"confirmed","observed","UBC:  Cypress PP just below ski resort",79444,"VAS"
"447","Trisetum spicatum","(L.) K. Richt.","","spike trisetum","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Trisetum","Trisetum spicatum","","","","native","S5 (2015)",NA,"1912-08-11","John Davidson","UBC","V21177",NA,"2020-10-02","John D Reynolds","iNaturalist","62162763",NA,11,"confirmed","observed","UBC:  Black Tusk valley",79446,"VAS"
"448","Triteleia hyacinthina","(Lindl.) Greene","","white brodiaea","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Asparagaceae","Brodiaeoideae",NA,"Triteleia","Triteleia hyacinthina","","","","native","S4 (2015)",NA,"1899-07-01","I.K. Bury","UBC","V150129",NA,"2022-07-01","Joshua","iNaturalist","124333090",NA,19,"confirmed","observed","UBC:  W Vancouver Caulfield Park W facing at oceanside",57132,"VAS"
"449","Tsuga heterophylla","(Raf.) Sarg.","","western hemlock","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Tsuga","Tsuga heterophylla","","","","native","S5 (2015)",NA,"1975-02-17","Jack R. Maze, W.H. Parker","UBC","V182061",NA,"2022-11-27","spea","iNaturalist","143089297",NA,204,"confirmed","observed","",48254,"VAS"
"450","Tsuga mertensiana","(Bong.) Carr.","","mountain hemlock","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Tsuga","Tsuga mertensiana","","","","native","S5 (2000)",NA,"1975-02-17","Jack R. Maze, W.H. Parker","UBC","V182064",NA,"2022-12-03","Eric Jain","iNaturalist","143757072",NA,119,"confirmed","observed","",68089,"VAS"
"451","Typha latifolia","L.","","broadleaf cattail","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Typhaceae","",NA,"Typha","Typha latifolia","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:13",NA,"2022-10-18","K. Groves","iNaturalist","139274779",NA,17,"confirmed","observed","",48685,"VAS"
"452","Vaccinium alaskaense","Howell","","Alaska blueberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium alaskaense","","","","native","S5 (2000)",NA,"1995-07-16","Straley, Gerald","USCH","",NA,"2022-08-29","xiaoyangxia","iNaturalist","132847025",NA,13,"confirmed","observed","",126559,"VAS"
"453","Vaccinium cespitosum","Michx.","","dwarf bilberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium cespitosum","","","","native","S5 (2000)",NA,"2019-08-25","Kelly Fretwell","iNaturalist","32093809",NA,"2021-06-05","Cole Gaerber","iNaturalist","81813493",NA,4,"new 2019","observed","iNat: needs i.d.",79470,"VAS"
"454","Vaccinium deliciosum","Piper","","blue-leaved huckleberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium deliciosum","","","","native","S5 (2000)",NA,"1913-08-07","John Davidson","UBC","V16447",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:568",NA,15,"confirmed","observed","",48348,"VAS"
"455","Vaccinium membranaceum","Douglas ex Torr.","","black huckleberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium membranaceum","","","","native","S5 (2015)",NA,"1951-07-22","W.H. Cottle","UBC","V27355",NA,"2022-08-29","ruoguzhang","iNaturalist","132884484",NA,60,"confirmed","observed","",48347,"VAS"
"456","Vaccinium ovalifolium","Sm.","","oval-leaf blueberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium ovalifolium","","","","native","S5 (2015)",NA,"1960-06-18","E. B. Peterson","CPNWH","2577485",NA,"2022-08-29","xiaoyangxia","iNaturalist","132872854",NA,66,"confirmed","observed","",63820,"VAS"
"457","Vaccinium oxycoccos","L.","","bog cranberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium oxycoccos","","","","native","S4S5 (2015)",NA,"1938-08-15","John W. Eastham","UBC","V16631",NA,"2021-04-03","Bruce McTaggart","iNaturalist","72822049",NA,7,"confirmed","observed","",126560,"VAS"
"458","Vaccinium parvifolium","Sm.","","red huckleberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium parvifolium","","","","native","S5 (2015)",NA,"1946-04-13","Thomas M.C. Taylor","UBC","V107611",NA,"2022-11-26","Guerric Haché","iNaturalist","142978771",NA,221,"confirmed","observed","",48354,"VAS"
"459","Vaccinium uliginosum","L.","","bog bilberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Vaccinioideae",NA,"Vaccinium","Vaccinium uliginosum","","","","native","S4 (2015)",NA,"1951-08-26","W. Cottle","UBC","V27356",NA,"2021-08-29","bspanier","iNaturalist","92997841",NA,20,"confirmed","observed","UBC: Cypress PP Mt. Strachan bp-108",64714,"VAS"
"460","Vahlodea atropurpurea","(Wahlenb.) Fr. ex Hartm.","","mountain hairgrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","",NA,"Vahlodea","Vahlodea atropurpurea","","","","native","S5 (2000)",NA,"1912-08-15","John Davidson","UBC","V18750",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:574",NA,15,"reported","unobserved","",79473,"VAS"
"461","Valeriana sitchensis","Bong.","","Sitka valerian","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Valerianoideae",NA,"Valeriana","Valeriana sitchensis","","","","native","S5 (2015)",NA,"2018-06-25","Colin Barrows","iNaturalist","13970966",NA,"2021-09-23","Kate McKeown","iNaturalist","99654214",NA,21,"new 2018","observed","",79477,"VAS"
"462","Veratrum viride var. eschscholzianum","Aiton","(Schult. & Schult.f.) Breitung","western green false hellebore","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Liliales","",NA,"Melanthiaceae","",NA,"Veratrum","Veratrum viride","","","eschscholzianum","native","S5 (2015)",NA,"1913-08-07","John Davidson","UBC","V25501",NA,"2022-09-13","Alex","iNaturalist","135615180",NA,142,"confirmed","observed","only this one variety recorded in BC",79484,"VAS"
"463","Veronica alpina?","L.","","alpine speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Veronica","Veronica alpina?","","","","native","unlisted",NA,"1917-08-12","John Davidson","UBC","V29638",NA,"1917-08-12","John Davidson","UBC","V29638",NA,1,"reported","unobserved","UBC:  Garibaldi PP near Garibaldi Lake, however is a European sp not recorded in BC- was this V. wormskioldii?",170185,"VAS"
"464","Veronica americana","Schwein ex. Benth.","","American speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Veronica","Veronica americana","","","","native","S5 (2000)",NA,"2019-07-09","Ben Keen","iNaturalist","28534852",NA,"2022-09-05","Roslyn","iNaturalist","133859773",NA,25,"new 2019","observed","",57277,"VAS"
"465","Veronica scutellata","L.","","marsh speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Veronica","Veronica scutellata","","","","native","S5 (2015)",NA,"2019-07-14","Ben Keen","iNaturalist","28836696",NA,"2022-06-12","Ben Keen","iNaturalist","121472612",NA,8,"new 2019","observed","",61112,"VAS"
"466","Veronica wormskjoldii","Roem. & Schult.","","American alpine speedwell","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Veronica","Veronica wormskjoldii","","","","native","S5 (2019)",NA,"2016-08-12","Steve Ansell","iNaturalist","103829434",NA,"2022-08-15","kadbury","iNaturalist","131019308",NA,5,"new 2016","observed","CDC ranking: V. nutans Bongard",61145,"VAS"
"467","Viburnum edule","(Michx.) Raf.","","squashberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Viburnaceae","",NA,"Viburnum","Viburnum edule","","","","native","S5 (2019)",NA,"2016-08-25","Edinburgh, Howick Expedition to British Columbia (EHBC)","E","E01021483",NA,"2022-09-18","Steve Ansell","iNaturalist","137156428",NA,11,"new 2016","observed","",79499,"VAS"
"468","Vicia gigantea","Hook.","","giant vetch","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Fabales","",NA,"Fabaceae","Faboideae",NA,"Vicia","Vicia gigantea","","","","native","S5 (2019)",NA,"1913-06-01","W. Taylor","UBC","V24625",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:580",NA,3,"reported","unobserved","",53322,"VAS"
"469","Viola adunca var. adunca","Sm.","","early blue violet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Violaceae","",NA,"Viola","Viola adunca","","","adunca","native","S5 (2015)",NA,"1900-04-16","Muriel M. Nair","UBC","V150137",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:581",NA,5,"reported","unobserved","",53328,"VAS"
"470","Viola glabella","Nutt.","","stream violet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Violaceae","",NA,"Viola","Viola glabella","","","","native","S4S5 (2015)",NA,"1913-07-01","W. Taylor","UBC","V136373",NA,"2022-07-12","Kate McKeown","iNaturalist","131849294",NA,26,"confirmed","observed","",71113,"VAS"
"471","Viola palustris","L.","","alpine marsh violet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Violaceae","",NA,"Viola","Viola palustris","","","","native","S5? (2015)",NA,"2016-05-15","claytongmanning","iNaturalist","3191321",NA,"2022-08-01","Dawn Hanna","iNaturalist","129085696",NA,19,"new 2016","observed","",79514,"VAS"
"472","Viola sempervirens","Greene","","redwood violet","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Malpighiales","",NA,"Violaceae","",NA,"Viola","Viola sempervirens","","","","native","S4 (2015)",NA,"1940-04-01","John W. Eastham","UBC","V28477",NA,"2021-08-28","Else Mikkelsen","iNaturalist","105930866",NA,37,"confirmed","observed","",55342,"VAS"
"473","Woodsia oregana ssp. oregana","D.C. Eaton","","western cliff fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Woodsiaceae","",NA,"Woodsia","Woodsia oregana","","oregana","","native","S5 (2019)",NA,"1967-08-21","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","UBC","V161030",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:585",NA,2,"reported","unobserved","",79532,"VAS"
