"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","temp_id","yearRecorded","protectedArea","IUCN_CAT","OECM","protectedAreaType","GOV_TYPE","OWNER_E","IUCN_Categ","decimalLatitude","decimalLongitude"
"Acer circinatum","Pursh",48258,"Plantae","Tracheophyta","Magnoliopsida","Sapindales","",NA,NA,"Sapindaceae","Acer",NA,"Acer circinatum","","species","iNaturalist","Observations","26276835","","https://www.inaturalist.org/observations/26276835","Lena Dietz Chiasson","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,179,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645748,-123.204439
"Alnus rubra","Bong.",56034,"Plantae","Tracheophyta","Magnoliopsida","Fagales","",NA,NA,"Betulaceae","Alnus",NA,"Alnus rubra","","species","iNaturalist","Observations","36693761","","https://www.inaturalist.org/observations/36693761","John D Reynolds","",NA,"2019-12-15",2019,12,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,901,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644986,-123.206489
"Athyrium filix-femina var. cyclosorum","(L.) Roth",52669,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,NA,"Athyriaceae","Athyrium",NA,"Athyrium filix-femina","cyclosorum","varietas","iNaturalist","Observations","26276827","","https://www.inaturalist.org/observations/26276827","Lena Dietz Chiasson","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,2150,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645881,-123.204382
"Berberis nervosa","Pursh",75756,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,NA,"Berberidaceae","Berberis",NA,"Berberis nervosa","","species","iNaturalist","Observations","18763309","","https://www.inaturalist.org/observations/18763309","Ben Keen","",NA,"2018-12-01",2018,12,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Ben Keen",NA,NA,NA,NA,NA,2360,2018,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645481,-123.204825
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales","",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis","","species","iNaturalist","Observations","32140760","","https://www.inaturalist.org/observations/32140760","Jason Headley","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",30,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Jason Headley",NA,NA,NA,NA,NA,4240,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.643787,-123.208167
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales","",NA,NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis","","species","iNaturalist","Observations","26278228","","https://www.inaturalist.org/observations/26278228","Lena Dietz Chiasson","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",178,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"judith holm",NA,NA,NA,NA,NA,4318,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644663,-123.20795
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","91565613","","https://www.inaturalist.org/observations/91565613","asyu","",NA,"2021-08-17",2021,8,17,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",32,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Douglas Goldman",NA,NA,NA,NA,NA,6335,2021,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644035,-123.210863
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","36693766","","https://www.inaturalist.org/observations/36693766","John D Reynolds","",NA,"2019-12-15",2019,12,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",8,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6393,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644928,-123.205139
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","36693765","","https://www.inaturalist.org/observations/36693765","John D Reynolds","",NA,"2019-12-15",2019,12,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",13,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"John D Reynolds",NA,NA,NA,NA,NA,6515,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644989,-123.205239
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","29740624","","https://www.inaturalist.org/observations/29740624","Christina","",NA,"2019-07-28",2019,7,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",352,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Christina",NA,NA,NA,NA,NA,6617,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645488,-123.205177
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","iNaturalist","Observations","26291726","","https://www.inaturalist.org/observations/26291726","kg-","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kg-",NA,NA,NA,NA,NA,6719,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.644956,-123.206151
"Gaultheria shallon","Pursh",48441,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,NA,"Ericaceae","Gaultheria",NA,"Gaultheria shallon","","species","","","","","q-10230084908","","",NA,"2020-08-02",2020,8,2,"HUMAN_OBSERVATION","",NA,NA,"","Canada","CA",33,"","","","",NA,NA,NA,"present",NA,NA,1,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,6742,2020,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645523,-123.209136
"Geum macrophyllum","Willd.",77266,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Geum",NA,"Geum macrophyllum","","species","iNaturalist","Observations","26276829","","https://www.inaturalist.org/observations/26276829","Lena Dietz Chiasson","",NA,"2019-05-30",2019,5,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Lena Dietz Chiasson",NA,NA,NA,NA,NA,6918,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645881,-123.204382
"Geum macrophyllum","Willd.",77266,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Geum",NA,"Geum macrophyllum","","species","iNaturalist","Observations","78781408","","https://www.inaturalist.org/observations/78781408","Christina","",NA,"2021-05-15",2021,5,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"Christina",NA,NA,NA,NA,NA,6946,2021,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.646219,-123.204056
"Geum macrophyllum","Willd.",77266,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Geum",NA,"Geum macrophyllum","","species","iNaturalist","Observations","78781924","","https://www.inaturalist.org/observations/78781924","Christina","",NA,"2021-05-15",2021,5,15,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2000)",NA,"judith holm",NA,NA,NA,NA,NA,6947,2021,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.646122,-123.204092
"Holodiscus discolor","(Pursh) Maxim.",53414,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Holodiscus",NA,"Holodiscus discolor","","species","iNaturalist","Observations","27827642","","https://www.inaturalist.org/observations/27827642","beekeeper97","",NA,"2019-06-28",2019,6,28,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",30,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"beekeeper97",NA,NA,NA,NA,NA,7579,2019,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.645024,-123.206566
"Holodiscus discolor","(Pursh) Maxim.",53414,"Plantae","Tracheophyta","Magnoliopsida","Rosales","",NA,NA,"Rosaceae","Holodiscus",NA,"Holodiscus discolor","","species","iNaturalist","Observations","126108570","","https://www.inaturalist.org/observations/126108570","Bobby Valentine","",NA,"2022-07-13",2022,7,13,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Bobby Valentine",NA,NA,NA,NA,NA,7606,2022,"Murrin Park","N/A","No","A - Park","Sub-national Government","Government of British Columbia","N/A",49.643262,-123.207501
