"iNaturalist taxon name","iNaturalist taxon ID","Taxon name","nameStatus","Common name","Kingdom","Phylum","Subphylum","Superclass","Class","Subclass","Superorder","Order","Suborder","Infraorder","Superfamily","Family","Subfamily","Tribe","Genus","Species","observationId","Latitude","Longitude","Date observed","Description","Place name","Recorded by","Event Remarks","coordinateUncertaintyInMeters","Individual count","Depth","Catalog Number","Confidence","Field number","Coordinates Corrected","Coordinates Corrected Note","Captive/Cultivated","Quality grade","STATE","CLASS","SUB_CLASS","COMMENT","Community","LABEL","LABEL_LAB","LEGEND_LAB","Rank"
"Berberis aquifolium",126887,"Berberis aquifolium","accepted","Oregon grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:49133945",48.938287,-123.499695,2020-05-27 21:38:25,,,,,16,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Poales",47162,"Poales","accepted","grasses, sedges, cattails, and allies","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,,,,,,"iNat:49133971",48.93832,-123.49968,2020-05-27 21:37:22,,,,,16,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","order"
"Achillea millefolium",52821,"Achillea millefolium","accepted","common yarrow","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Asterales",,,,"Asteraceae","Asteroideae","Anthemideae","Achillea","millefolium","iNat:49134061",48.938255,-123.499717,2020-05-27 21:35:20,,,,,8,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Cynosurus echinatus",47695,"Cynosurus echinatus","accepted","bristly dogtail grass","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Poeae","Cynosurus","echinatus","iNat:49134109",48.938283,-123.499733,2020-05-27 21:34:43,,,,,12,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Poales",47162,"Poales","accepted","grasses, sedges, cattails, and allies","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,,,,,,"iNat:49134195",48.938192,-123.499778,2020-05-27 21:34:09,,,,,12,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","order"
"Brodiaea coronaria",57126,"Brodiaea coronaria","accepted","crown brodiaea","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Asparagales",,,,"Asparagaceae","Brodiaeoideae",,"Brodiaea","coronaria","iNat:49134311",48.938247,-123.499755,2020-05-27 21:31:14,,,,,32,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Clarkia amoena",61048,"Clarkia amoena","accepted","Farewell-To-Spring","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Myrtales",,,,"Onagraceae",,,"Clarkia","amoena","iNat:49134460",48.938587,-123.500283,2020-05-27 20:21:25,,,,,12,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Lonicera hispidula",53416,"Lonicera hispidula","accepted","Pink Honeysuckle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Lonicera","hispidula","iNat:49197781",48.939608,-123.501158,2020-06-09 19:05:20,,,,,32,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Epilobium densiflorum",57149,"Epilobium densiflorum","accepted","denseflower willowherb","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Myrtales",,,,"Onagraceae",,,"Epilobium","densiflorum","iNat:51791189",48.943363,-123.508757,2020-07-02 20:26:57,,,,,10229,,,,,,,,TRUE,"casual","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Plectritis congesta",57786,"Plectritis congesta","accepted","shortspur seablush","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Valerianoideae",,"Plectritis","congesta","iNat:72314229",48.939574,-123.50132,2021-03-17 22:33:31,,,"Jeannine Dawn",,13,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Arbutus menziesii",51046,"Arbutus menziesii","accepted","Pacific madrone","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Arbutoideae",,"Arbutus","menziesii","iNat:72321404",48.93941,-123.501208,2021-03-17 22:35:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Narcissus",53597,"Narcissus","accepted","daffodils","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Asparagales",,,,"Amaryllidaceae","Amaryllidoideae","Narcisseae","Narcissus",,"iNat:72321405",48.9394,-123.501292,2021-03-17 22:28:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Noctua pronuba",81687,"Noctua pronuba","accepted","Large Yellow Underwing","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Lepidoptera",,,"Noctuoidea","Noctuidae","Noctuinae","Noctuini","Noctua","pronuba","iNat:72321406",48.939397,-123.501285,2021-03-17 22:27:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pyropia",370272,"Pyropia","accepted",,"Plantae","Rhodophyta","Eurhodophytina",,"Bangiophyceae",,,"Bangiales",,,,"Bangiaceae",,,"Pyropia",,"iNat:72321407",48.939363,-123.501238,2021-03-17 22:23:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Coleoptera",47208,"Coleoptera","accepted","Beetles","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Coleoptera",,,,,,,,,"iNat:72321411",48.938693,-123.500332,2021-03-17 22:10:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","order"
"Collinsia grandiflora",76409,"Collinsia grandiflora","accepted","Giant Blue-eyed Mary","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Cheloneae","Collinsia","grandiflora","iNat:72321412",48.938753,-123.500453,2021-03-17 22:07:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Collinsia grandiflora",76409,"Collinsia grandiflora","accepted","Giant Blue-eyed Mary","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Cheloneae","Collinsia","grandiflora","iNat:72321413",48.93871,-123.500378,2021-03-17 22:03:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Lamium purpureum",55851,"Lamium purpureum","accepted","red deadnettle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Lamiaceae","Lamioideae","Lamieae","Lamium","purpureum","iNat:72321414",48.938703,-123.500397,2021-03-17 22:02:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Latrodectus hesperus",47382,"Latrodectus hesperus","accepted","Western Black Widow","Animalia","Arthropoda","Chelicerata",,"Arachnida",,,"Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Latrodectinae",,"Latrodectus","hesperus","iNat:72321415",48.938703,-123.500397,2021-03-17 22:02:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Quercus garryana",68632,"Quercus garryana","accepted","Oregon oak","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fagales",,,,"Fagaceae",,,"Quercus","garryana","iNat:72321416",48.93869,-123.500378,2021-03-17 22:01:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Evernia prunastri",123175,"Evernia prunastri","accepted","Oakmoss","Fungi","Ascomycota","Pezizomycotina",,"Lecanoromycetes","Lecanoromycetidae",,"Lecanorales",,,,"Parmeliaceae","Parmelioideae",,"Evernia","prunastri","iNat:72321418",48.93865,-123.500297,2021-03-17 21:59:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pentagramma triangularis",52676,"Pentagramma triangularis","accepted","goldback fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Pteridineae",,,"Pteridaceae","Cheilanthoideae",,"Pentagramma","triangularis","iNat:72321419",48.938658,-123.50027,2021-03-17 21:58:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Empididae",49460,"Empididae","accepted","Dance Flies","Animalia","Arthropoda","Hexapoda",,"Insecta","Pterygota",,"Diptera","Brachycera","Orthorrhapha","Empidoidea","Empididae",,,,,"iNat:72321420",48.938665,-123.500273,2021-03-17 21:57:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","family"
"Micranthes integrifolia",78027,"Micranthes integrifolia","accepted","Wholeleaf Saxifrage","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Micrantheae","Micranthes","integrifolia","iNat:72321422",48.938665,-123.500272,2021-03-17 21:57:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Erythranthe alsinoides",771843,"Erythranthe alsinoides","accepted","wingstem monkeyflower","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Phrymaceae",,,"Erythranthe","alsinoides","iNat:72321423",48.938675,-123.500255,2021-03-17 21:57:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Micranthes integrifolia",78027,"Micranthes integrifolia","accepted","Wholeleaf Saxifrage","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Saxifragaceae",,"Micrantheae","Micranthes","integrifolia","iNat:72321424",48.938687,-123.500227,2021-03-17 21:56:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Berberis aquifolium",126887,"Berberis aquifolium","accepted","Oregon grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:72321426",48.938668,-123.500213,2021-03-17 21:56:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pentagramma triangularis",52676,"Pentagramma triangularis","accepted","goldback fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Pteridineae",,,"Pteridaceae","Cheilanthoideae",,"Pentagramma","triangularis","iNat:72321428",48.938668,-123.500213,2021-03-17 21:56:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Arbutus menziesii",51046,"Arbutus menziesii","accepted","Pacific madrone","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Arbutoideae",,"Arbutus","menziesii","iNat:72321429",48.938645,-123.500187,2021-03-17 21:56:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pseudotsuga menziesii menziesii",63910,"Pseudotsuga menziesii",,"Coast Douglas-fir","Plantae","Tracheophyta",,,"Pinopsida",,,"Pinales",,,,"Pinaceae","Pinoideae",,"Pseudotsuga","menziesii","iNat:72321430",48.938678,-123.500198,2021-03-17 21:55:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Arbutus menziesii",51046,"Arbutus menziesii","accepted","Pacific madrone","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ericales",,,,"Ericaceae","Arbutoideae",,"Arbutus","menziesii","iNat:72321431",48.938678,-123.500198,2021-03-17 21:55:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Berberis aquifolium",126887,"Berberis aquifolium","accepted","Oregon grape","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Ranunculales",,,,"Berberidaceae","Berberidoideae","Berberideae","Berberis","aquifolium","iNat:72321433",48.938697,-123.500043,2021-03-17 21:55:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Rubus ursinus",53445,"Rubus ursinus","accepted","trailing blackberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Rosoideae","Rubeae","Rubus","ursinus","iNat:72321434",48.938647,-123.499975,2021-03-17 21:54:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Lonicera hispidula",53416,"Lonicera hispidula","accepted","Pink Honeysuckle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Lonicera","hispidula","iNat:72321435",48.938647,-123.499903,2021-03-17 21:53:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pseudotsuga menziesii menziesii",63910,"Pseudotsuga menziesii",,"Coast Douglas-fir","Plantae","Tracheophyta",,,"Pinopsida",,,"Pinales",,,,"Pinaceae","Pinoideae",,"Pseudotsuga","menziesii","iNat:72321437",48.938647,-123.499902,2021-03-17 21:53:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Pentagramma triangularis",52676,"Pentagramma triangularis","accepted","goldback fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Pteridineae",,,"Pteridaceae","Cheilanthoideae",,"Pentagramma","triangularis","iNat:72923673",48.938712,-123.500347,2021-03-17 22:03:34,,,"Jeannine Dawn",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sanicula crassicaulis",53201,"Sanicula crassicaulis","accepted","Pacific Sanicle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Apiales",,,,"Apiaceae","Saniculoideae","Saniculeae","Sanicula","crassicaulis","iNat:72980143",48.939332,-123.501239,2020-12-05 19:23:44,,,"Austin Tahiliani",,2488,,,,,,"yes",,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:101350157",48.942312,-123.511581,2021-11-17 11:59:45,,,,,6,,,,,,,,FALSE,"research","Natural","WD","mx","oak/arbutus/fir","Woodlands","Woodland",,"Woodland","species"
"Camassia",62219,"Camassia","accepted","camas","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Asparagales",,,,"Asparagaceae","Agavoideae",,"Camassia",,"iNat:107193905",48.942305,-123.511243,2022-02-20 21:19:00,,,"Andrew Simon",,,,,,,,"yes",,FALSE,"needs_id","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","genus"
"Camassia",62219,"Camassia","accepted","camas","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Asparagales",,,,"Asparagaceae","Agavoideae",,"Camassia",,"iNat:107193907",48.94411,-123.516988,2022-02-20 22:20:00,,,"Andrew Simon",,,,,,,,,,FALSE,"needs_id","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","genus"
"Lamium purpureum",55851,"Lamium purpureum","accepted","red deadnettle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Lamiaceae","Lamioideae","Lamieae","Lamium","purpureum","iNat:107193915",48.944132,-123.517079,2022-02-20 22:14:00,,,"Andrew Simon",,,,,,,,"yes",,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Latrodectus hesperus",47382,"Latrodectus hesperus","accepted","Western Black Widow","Animalia","Arthropoda","Chelicerata",,"Arachnida",,,"Araneae","Araneomorphae","Entelegynae","Araneoidea","Theridiidae","Latrodectinae",,"Latrodectus","hesperus","iNat:107193917",48.942358,-123.511202,2022-02-20 21:24:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Lonicera hispidula",53416,"Lonicera hispidula","accepted","Pink Honeysuckle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Lonicera","hispidula","iNat:107193918",48.944126,-123.51707,2022-02-20 22:14:00,,,"Andrew Simon",,,,,,,,"yes",,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Lonicera hispidula",53416,"Lonicera hispidula","accepted","Pink Honeysuckle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Dipsacales",,,,"Caprifoliaceae","Caprifolioideae",,"Lonicera","hispidula","iNat:107193921",48.94236,-123.511205,2022-02-20 21:25:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Pentagramma triangularis",52676,"Pentagramma triangularis","accepted","goldback fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Pteridineae",,,"Pteridaceae","Cheilanthoideae",,"Pentagramma","triangularis","iNat:107193925",48.94236,-123.511207,2022-02-20 21:25:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Polypodium glycyrrhiza",55104,"Polypodium glycyrrhiza","accepted","licorice fern","Plantae","Tracheophyta",,,"Polypodiopsida","Polypodiidae",,"Polypodiales","Polypodiineae",,,"Polypodiaceae","Polypodioideae",,"Polypodium","glycyrrhiza","iNat:107193927",48.944217,-123.51709,2022-02-20 22:13:00,,,"Andrew Simon",,,,,,,,,,FALSE,"research","Natural","WD","mx","oak/arbutus/fir","Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:107676348",48.939657,-123.501199,2022-03-01 00:16:10,,,"Alex Niese",,,,,,,,"yes",,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Metridium",49069,"Metridium","accepted","Plumose Anemones","Animalia","Cnidaria",,,"Anthozoa","Hexacorallia",,"Actiniaria","Enthemonae",,"Metridioidea","Metridiidae",,,"Metridium",,"iNat:107676676",48.938986,-123.501036,2022-03-01 00:57:36,,,"Jared Connoy",,63,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Mazzaella",71120,"Mazzaella","accepted","Iridescent Algae","Plantae","Rhodophyta","Eurhodophytina",,"Florideophyceae","Rhodymeniophycidae",,"Gigartinales",,,,"Gigartinaceae",,,"Mazzaella",,"iNat:107678467",48.939322,-123.501223,2022-03-01 00:23:55,,,"Alex Niese",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Littorina",48919,"Littorina","accepted",,"Animalia","Mollusca",,,"Gastropoda","Caenogastropoda",,"Littorinimorpha",,,"Littorinoidea","Littorinidae","Littorininae",,"Littorina",,"iNat:107678497",48.939322,-123.501223,2022-03-01 00:23:53,,,"Alex Niese",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Claytonia rubra",64184,"Claytonia rubra","accepted","Redstem Springbeauty","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Montiaceae",,,"Claytonia","rubra","iNat:107678579",48.939152,-123.501169,2022-03-01 00:29:39,,,"Alex Niese",,,,,,,,"yes",,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:107678635",48.939188,-123.501149,2022-03-01 00:29:45,,,"Alex Niese",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Ostreidae",47582,"Ostreidae","accepted","True Oysters","Animalia","Mollusca",,,"Bivalvia","Autobranchia",,"Ostreida",,,"Ostreoidea","Ostreidae",,,,,"iNat:107685677",48.938924,-123.50098,2022-03-01 00:40:38,,,"Alex Niese",,,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","family"
"Rubus laciniatus",78891,"Rubus laciniatus","accepted","Cutleaf Blackberry","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Rosales",,,,"Rosaceae","Rosoideae","Rubeae","Rubus","laciniatus","iNat:107685918",48.93927,-123.501187,2022-03-01 01:06:14,,,"Alex Niese",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sanicula crassicaulis",53201,"Sanicula crassicaulis","accepted","Pacific Sanicle","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Apiales",,,,"Apiaceae","Saniculoideae","Saniculeae","Sanicula","crassicaulis","iNat:109615952",48.939628,-123.501174,2022-03-19 21:54:03,,,,,111,,,,,,"yes",,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:112017901",48.939257,-123.501213,2022-04-13 22:57:07,,,"Carly Dietrich",,24,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Bromus hordeaceus",52703,"Bromus hordeaceus","accepted","common soft brome","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Bromeae","Bromus","hordeaceus","iNat:120768658",48.939833,-123.50415,2022-06-07 19:52:00,,,"Adam Huggins",,10,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Bromus carinatus",52700,"Bromus carinatus","accepted","California brome","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Bromeae","Bromus","carinatus","iNat:120768659",48.939756,-123.504075,2022-06-07 19:53:00,,,"Adam Huggins",,5,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Festuca",57170,"Festuca","accepted","Fescues","Plantae","Tracheophyta","Angiospermae",,"Liliopsida",,,"Poales",,,,"Poaceae","Pooideae","Poeae","Festuca",,"iNat:120768660",48.939939,-123.504425,2022-06-07 19:59:00,,,"Adam Huggins",,5,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Trifolium willdenovii",57081,"Trifolium willdenovii","accepted","tomcat clover","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Fabales",,,,"Fabaceae","Faboideae","Trifolieae","Trifolium","willdenovii","iNat:120922297",48.939643,-123.50288,2022-06-08 22:19:26,,,"Adam Huggins",,,,,,,,"yes",,FALSE,"research","Natural","CL","cc","coastal bluff","Woodlands","Coastal bluff",,"Coastal Bluff","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:131933495",48.939228,-123.501194,2022-08-13 22:20:22,,,"Samuel Mercer",,,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Collinsia parviflora",59013,"Collinsia parviflora","accepted","small-flowered blue-eyed mary","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Plantaginaceae",,"Cheloneae","Collinsia","parviflora","iNat:151959722",48.938904,-123.500946,2023-03-22 20:31:33,,,,,4,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Caryophyllales",47366,"Caryophyllales","accepted","pinks, cactuses, and allies","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,,,,,,"iNat:151959948",48.938904,-123.500931,2023-03-22 20:33:22,,,,,4,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","order"
"Castilleja",49340,"Castilleja","accepted","Paintbrushes","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Lamiales",,,,"Orobanchaceae",,"Pedicularideae","Castilleja",,"iNat:160149261",48.939686,-123.501198,2023-05-06 20:04:28,,,,,77,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","genus"
"Cerastium arvense",50851,"Cerastium arvense","accepted","field chickweed","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Caryophyllales",,,,"Caryophyllaceae",,"Alsineae","Cerastium","arvense","iNat:162225209",48.94,-123.504447,2023-05-17 18:26:52,,,,,36,,,,,,,,FALSE,"needs_id","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:163878623",48.939586,-123.501437,2023-05-26 21:05:13,,,,,28,,,,,,"yes",,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
"Sedum spathulifolium",58886,"Sedum spathulifolium","accepted","Broad-leaved Stonecrop","Plantae","Tracheophyta","Angiospermae",,"Magnoliopsida",,,"Saxifragales",,,,"Crassulaceae","Sempervivoideae","Sedeae","Sedum","spathulifolium","iNat:163885665",48.939553,-123.501389,2023-05-26 21:52:34,,,,,4,,,,,,,,FALSE,"research","Natural","WD","mx",,"Woodlands","Woodland",,"Woodland","species"
